V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,class
0,0,13.6201,0,0,0,0,0,0,133.668,147.835,0,13.0563,11.3561,0,0,0,0,0,0,6.2748,0,0,2.3227,0,0,0,72.0542,0,1.2389,0,0,10.6926,0,0,11.1677,0,0,111.548,21.5885,1.5259,0,10.2618,0,0,53.662,0,0.0203,0,0,26.7474,0,0,0,0
0.0836,0,0,0.5141,0,0,0.05,0,0,0,149.317,0,14.1206,0,0,0,0,0,0,0,0,0,0,1.4259,0,1.1515,-0.6406,57.1379,0.6977,0,0,0,0,0,1.2423,0,0,0.9458,100.848,0,0.8408,0,0,0,44.512,34.6998,0,0,128.736,0,0,2.7161,0,0,0
0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2908,0,0.3681,79.5236,0,-10.1713,0,0,0,0,1.1409,0.8376,0,0.0938,0,12.387119,0,7.6453,0.2,4.8592,0.0526,0,0,112.997,49.9191,0.8306,0,0,105.976,0,0.551,0,0,0,0,0,0,0,0,0
0,0,0,0,0.8256,0,0.2399,0,0.5368,71.8578,0,0,0,0,0,0,2.1428,1.4223,0,0,0,11.9171,0,0,0,-0.8592,0,0,0.1354,-2.4533,28.5666,0.6647,0,0.2486,0,0,0,0,0,0,1.2864,14.0678,0,121.327,0,1.65,0.0708,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0.3474,0,104.642,0,0,0,0,0.0663,0,0.5333,0,0,0,0,0,0,-0.5524,-0.2822,0,0,0.0471,1.0284,0,0.4188,0,0.1226,0,-0.156,0,0.075,0,0,0.3789,38.0382,0,0,24.4307,0,0,1.0515,91.6177,0,0,0,0,0,0
0,1.7512,0.1611,0,0,0,0,0,0.3566,0,0,0,35.6122,33.5658,0,1.0278,1.0427,0,0,-8.0092,0,0,7.6055,0,0,0,0,65.7256,1,-1.3369,0,0,0,0.7471,0,0,0,0,0,0,0,0,5.268065,0,31.0997,0,0.6194,0,0,0,0,0,0.9963,0,0
1,3.9191,0,0,0,0.6604,0.4099,0,0,0,0,74.8782,33.9763,0,0,0,0,0,73.6429,-5.3397,0,0,2.1615,0,0,2.1527,0,0,0,3.218,0,0,0,0,0,0.4884,128.64,0,0,0,-0.2883,0,0,90.3227,4.9657,0,0,0,136.881,0,0,0,0.0103,0,0
0.1174,0,0,0,0,0,0.0973,1.0177,0,0,0,0,26.4695,0,12.2486,0,0,0.3046,83.7875,0,0,0,0.9247,0,0,0,0,0,0.4604,0,0,0.077,0,0,0.3298,1.7355,0,0.1556,117.942,0,0,62.27,0,0,0,0,0,0,125.051,-0.9558,0,2.0994,0,0,0
0,0,0.45,0.3907,0.1497,0,0.6117,0,0,0,106.546,0,0,0,0,-0.8986,0,0.6782,67.1401,0,0,11.6277,0,0,0,0,0,0,0,0,0,0,1.5175,0.7563,-0.6574,-0.8574,0,0.4562,0,0,0,0,0,99.0878,0,0.6492,1.235,0,0,0,0,0.5105,0,0,0
1,12.7274,0,0.4813,0,1.0028,0.1264,0,0.4865,0,0,0,0,0,0,0.0635,0,0,0,0,0,4.4567,0,2.8245,-0.1148,0,0,0,0,0,14.5901,0.1553,0,0,-3.4969,0,133.998,0,0,0,0.7471,0,0,0,0,0,0,0,0,0,56.3107,7.7131,0,0.1833,0
0.0257,0,0.906,0,0.0926,0.8595,0.4114,1.0286,0,0,19.5479,0,0,0,0,0,0,0,0,0,-0.7706,23.6598,0,0,0,0,0,0,0,0,39.6452,0,10.2569,0,0,0,0,0.1313,0,54.9208,0,0,14.91006,0,0,12.8561,0,0,139.169,0,49.0669,11.706,0,0,0
0,0.4111,0,0,0.3877,0,0,0,0,0,0,0,9.5867,0,7.5875,0,-0.4247,-0.4163,0,0,0,0,0.7932,0,0,-0.4307,1.6369,0,0.2771,0,0,0,0,0,0,0,0,0.9444,0,0,1.9242,0,0,77.6113,0.5167,0,0,0,0,-0.6141,27.4851,0,0,0,0
0,0,0,0,0.6053,0.216,0,0,0,0,135.272,137.756,0,22.9082,0,0,0.339,0,0,0,0,6.3594,2.9263,9.9973,0,0,0,0,0,-0.8594,0,0.6492,7.7691,0,0,0,117.437,0,0,3.3266,-0.3885,0,0,97.2355,0,0,1.2449,0,0,0.6359,0,0,0,0,0
0.26,0,0,0.5096,0,0,0,0.0288,0,0,138.581,131.087,0,0,0,0,1.76951,0,0,2.2672,0,0,1.04903,4.47,0.5146,0,0,0,1,0,39.7107,0,0,0.4092,0,0,0,0,0,0,0,11.1499,3.9074,0,0,0.7016,0,0,133.069,0,0,14.2906,0,0,0
0.0515,0,0,0,0,0.2183,0.1469,0.0196,0.3475,0,49.2994,0,43.3298,0,44.0297,0,0,0,71.3328,0,0,0,0,0,0,1.4288,0,0,1.0688,0,0,0,15.7808,0,-6.0385,0,0,0,0,0,0,16.0339,0,0,0,3.5167,0,0,0,-0.242,0,9.6136,0,0,0
0,0.2645,0,0,0,0,0.1146,0,0,0,0,0,0,0,0,0,0.4184,0.2889,0,0,0,0,1.0278,2.0018,0.317,0,0,66.6409,0,5.3169,7.9078,0.4176,6.3521,0.1288,0,0.4131,0,0,0,0,0,0,0,94.5014,0,0,0,0.0515,0,0.8576,0,0,1,0,0
0,0,0.1028,0,0,0.1235,0,0,0,0,118.761,0,44.7100512,0,0,0,-0.1856,0,0,0,0,0,1.0355,0,0,0.6917,-0.0014,0,0,0,31.5847,0,0,0,0,0.9273,0,0.85,0,15.9244,0,36.673,0,82.0647,0,0.6043,0.4686,0.0361,134.827,0,0,0,0,0,0
0,1,0,0.532,0,0,0,0,0,0,0,0,42.9076,0,0,0,0,0,75.7693,0,-0.0927,10.4253,0,5.4697,0,0.1796,0,81.641,0,0.9063,0,0.2516,2.5131,0,0,0,0,0,0,0,0,15.7186,0,120.079,19.5227,0,0.2424,0,0,0,0,0,0.6177,0.8472,0
0,0.175,0.2056,0,0,0,0.3084,0,0,0,0,0,0,0,0,0,0,0,66.9578,0,-6.68,0,1.6362,0,0,0,0,0,0,0,21.6766,0.1877,21.2632,0,-5.8256,0,0,0.3862,118.924,0,0,0,4.7497,0,31.2772,0,0.3204,0.0364,114.742,0,0,0,0.5546,0,0
0,0.9042,0,0,0,0,0,0,0,0,108.818,0,0,0,43.996956,0,0,0,0,0,-1.4348,18.5168,0,4.0516,0,0,-0.5105,66.6706,0,-0.2758,0,0.724,16.4969,0.0794,0,0,109.367,0,0,0,1.0362,27.239843,0,0,0,0.6306,0,0,0,0,0,13.0382,0,0,0
0,0.5604,0,0.5137,1,0.1896,0.1429,0,0,0,93.4658,62.9244,0,0,0,0.3204,0.3858,0,0,0,0,0,3.0765,6.1706,0,0,0,0,0,-0.0983,0,0,0,0.2221,0,0.2574,129.346,0,0,0,0,0,0,0,0,0,0.501,0.0326,0,0.292975,0,0,0,0,0
0,0,0,0.4495,1.202214,0,0,0,0,0,0,0,0,0,0,0,0,2.0548,0,0,4.8689,0,0,0,0,0,0,69.2569,0,0,0,0.2407,6.3871,0,0,0,17.8256,0,0,34.0501,-0.6709,11.8471,0,0,16.8996,0.3684,0.1427,0.0323,0,0.2716,2.6103,0,0.026,0,0
0,0,0,0,0.7557,0.9946,0,0,1,85.0669,4,0,0,29.4383,0,0.4854,0,0,0,-0.4493,11.2794,4.0805,2.1565,0,0,0.0559,0,0,0,28.1851,17.8691,0.5117,0,0,0,0,100.43,0,0,0,-1.8156,0,0,0,9.8999,0,0,0,0,0,0,2.7161,0,0,0
1,0,0,0.2721,0,0,0,0,0,0,0,140.353,0,0,32.6999,0,-0.1688,0,0,0,0,9.2566,0.5847,0,0,0,0,0,0,0.8406,18.2908,0,0,0.0411,0,0,0,-0.0848,0,0,0,0,8.9824,0,33.0643,0.2096,0,0,91.0018,1.1282,0,9.9085,0,0.1092,0
0.0254,0,0,0,0,0,0,0,0,96.8167,0,85.8984,0,0,51.5196,0,0,1.1492,0,0,0,0,4.3185,5.6757,0,0,0.7107,0,0,0,19.0349,0,3.5461,0,0,0,0,0.6646,111.091,0,-0.2133,0,0,0,0,0.589,0,0.0532,0,0,0,1.9187,0.0745,0,0
1,0,0,0.5975,0.384,0,0.5106,0,0.2716,0,139.861,0,50.2966,0,40.7285,0,-0.0368,0,78.4872,-0.2651,0,9.2688,0,2.0844,0,0,0,67.5175,0,9.54903,0,0,7.1558,0.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.258,0,0,0
0,1,0.16,0,0,0,0,0.0286,0,0,0,0,0,54.7287,0,-0.6985,0,-0.5395,0,0,0,0,0,3.0059,0,0,-0.159,76.0516,0,0,0,0,0,0,9.093,0,135.736,0,0,-0.0247,0,57.9456,0,0,0,0.927,0.5126,0,117.349,0,43.0448,0,0.3554,0,0
0,0.5292,0,0.5044,0,0,0,0.0388,0.1361,103.883,94.441,0,0,0,0,0,0,0.91,0,0,0,8.6276,0,2.6632,0,0,0,0,0,0,0.261907,0,0,0,0.2613,0,138.299,0,0,20.1814,0,0,0,0,39,37.1459,0.3843,1.018,0,0,12.5283,4.1477,0,0,0
0,0,0,0,0,0,0.3398,0.0634,0,0,0,116.366,46.4647,0,0,0,-0.34,0,0,-0.7272,0,0,0,0,0,0,0,71.5558,0.225,-0.9121,0,0.0738,14.9255,0,0,0.5,0,0,0,38.8055,-0.4269,0,1.8459,0,0,0,0,0,85.1652,0,19.3245,0,0,0.3902,0
0,0,0,0,11.667021,0,0.1338,0,0.265419,0,154.133,0,0,26.2131,0,-0.8996,-0.7892,0,0,0.7995,0,9.0753,0,3.6021,-1.1164,0,0,0,0,0,46.4701,0,0,0,0,-0.1566,0,0,0,0,1.1512,0,0,123.231,17.3572,0,0,10.135427,116.768,0,0,0,0,0,0
0.0846,0.7354,0,0,0.6449,0,0,0.0343,19.0479,0,0,0,0,23.6386,0,0.4144,0,1.4349,0,18.5693,0,0,0,2.4357,0,0,0.5179,0,0,0,44.0511,0,0,0.5933,0,0,0,0,0,0.1424,0.2358,20.4717,0,0,25.2836,0,0,0.0336,0,0,0,0,0,0,0
0,0,0,0.454085,0,0.9998,0,0.0357,0,0,0,98.7262,68.1826,68.8456,58.9084,0,0,0,0,71.6,0,0,0,3.5261,0,0,0,0,0.8472,0,0,0.1639,4.8252,0,0,-1.0763,82.8898,0,0,0,-1.3621,0,10.5479,0,0,0.4828,0,0,0,0,43.7884,0,0,0,0
0,0,0,0,0.4458,0.7537,0,0,0,0,0,116.046,0,0,22.8285,0,0,2.1487,69.0644,-1.0474,0,0,1.4685,0,0,3.1039,0,0,0,0,26.5641,0,0,0.1042,0,0,0,1,0,0,0.3146,0,0,114.632,0,0,0.4486,0,0,0,0,9.7511,0.01036,0.2183,0
0,0,0,0,0,0,0,0,0,251.733,0,252.327,2.7331,4.4205,0,0,0,0,99,-0.0362,0,0.5677,0.2824,0,-17.1549,0,0,51.0497,0,-2.4265,0,0,11.614,0,0,0,0,0,0,0,0.2968,0,0,0,0,0.566,0.5353,0.0387,0,1.2576,5.282,0,0,0,0
0,0,0,0,0,0,0,0,0,120.4,0,96.5204,0,0,0,0,0,0.3741,66.3229,-4.5473,0,0,1.0103,0,0,-0.1607,0.5256,68.0377,0,0,0,0,0,0,0,0,0,0,122.975,0,0,38.2564,16.16,0,0,0,0.3064,0,0,0,0,11.8391,0.0097,0,0
1,18.706695,0,0,0.7726,0,0.4096,0.6981,0,0,196.638,0,0,0,46.3171,0,0,0,0,-0.3952,-1.0934,0,0,0,0,0,0,0,0.1437,0,0,0,4.3574,0,0,0,0,0.3875,0,0,0,0,0,0,0,0,0.412,0,135.24,0.5828,49.01,0.3691,0,0,0
0,0,0,0,0.3485,0.7251,0.1665,0,0,0,0,253.681,0,0,0,0,0,0,98.7271,0,0,0,0.3243,1.0837,0,1.3332,0,0,0,0.7693,0,0,0,0,0,0.9932,0,0,110.501,0,0,0.1551,0,0,48.1858,0,0,0,79.7946,-2.7552,49.7447,0,0.0191,0,0
0,1,0,0,0,0.909,0,0,0,0,0,0,35.9087,0,0,0.5011,0,-0.0175,65.2915,-0.0061,5.14,0,3.4667,5.0202,0,-0.2282,0,69.9948,0,0,0,0,0,0,0,0,0,0.375,85.6589,45.0386,0,16.4717,8.5776,0,0,0,0,0,0,0.4357,37,0,0,0,0
0,-1,0,0,0,0,0.5261,0.0357,0,207.529,175.652,0,0,0,0,0,0,0,83.3662,0,0.359,0,0,0,0,-0.1821,0,0,0.6271,0,10.1701,0,9.8286,0.6229,0,0,0,0,0,0,0,1.4604,7.0047,0,39.3836,0.519,0,0,97.5681,0,0,0,0,0,0
1.0587,1,0,0,0,0,0,0,0.3,0,0,0,0,0,18.5867,0,0,0,0,0,0,0,0,4.5179,0,2.0044,-1.2327,0,0.0646,-1.3199,0,0,0,0.2997,0,-0.1789,140.501,0.4528,0,23.6191,0,0,0,118.991,0,0,0,0.0297,0,0,0,0,1,0,0
1,0,0.2771,0,0,1,0.1381,0,0,0,0,0,0,0,52.1819,0,0.5379,0,67.8391,0.1187,0,13.3872,0,0,-0.9242,0,0,0,0,1.23,0,0,17.0296,0,0,0,0,0.0556,0,51.8982,0,34.7285,0,0,0,0,0,0.0767,0,0,0,0,0.451068,0,0
0,0,0.225,0,0,1.0037,0,0,0,0,0,104.576,0,0,39.3536,0,0,0,0,0,0,0,0.9695,0,-1.4859,0,0,76.9062,0.1187,0,23.2743,0.5354,0,0.1879,-2.18,0,0,0.4194,105.934,28.7559,0,0,9.8408,0,0,0.1417,0,0,0,0,0,0,0,0.6147,0
0,0,0,0,0.4468,0,0,0.0361,0,0,0,0,0,10.13890328,10.1468,0,0,0,0,0,0,2.2976,0,0,11.7341,0,-0.0585,0,0.175,0,0,0,13.2395,0,0,0,111.542,0,133.912,39.8245,0,9.51903,0,0,0,0.537,0,0.071,0,0.4141,37.2674,3,0,0,0
0.3966,1,0,0.3186,0.8456,1.1353,0,0.0403,0,0,0,0,22.8122,0,0,0,0.8376,0,67.9845,0,0,0,0,0,0.0973,0,0,77.7561,0,0,0,0.4126,0,0,0,0.088,0,0,0,0,0,0.05,0,0,0,0,0.6097,1026904,111.441,0,0,0,0,1.11,0
0,0,0,0,0,0,0,0,1.0199,0,149.636,0,14.7592,15.3278,0,-0.3823,0,0,78.7889,1.5478,0,0,0,0,-1,0,-0.4267,0,0.1812,0,0,0,0,0,0,20.4513,0,0,0,0,0,39.6606,13.4952,125.764,0,0.3478,0,0.0248,0,-0.3057,0,0,0,0,0
0.3354,1,0,0,0,0,0,0.09087,0,219.496,0,236.337,0,0,8.2427,-1,0,-2.624,0,0,0,0,0,0,0,-0.4357,0,66.8156,0,0,12.991,0,13.927,0.1158,0,0,0,0,0,0,0,0,0,0,0,0.5144,1.0284,0.0196,0,0,0,0,0.0269,0,0
1,0,0,0.4649,0.8898,0,0.3099,0.0635,0,0,0,0,0,0,34.0456,-0.501,0,0,0,0,0,0,0,0,0,0,0.8234,0,1,-2.5265,0,0,0,0.28,-7,0,0,0.2667,0,0,0.3964,37.7012,0,0,0,0.4836,0,0,0,0,25.0034,0,0,0,0
0.2906,1,0,0,0.099,0,0,0,1,0,0,125.878,0,38.6654,42.6331,0,0,0,0,-0.9805,0,9.5875,0,0,0,0,0,0,0.2778,-7.0753,0,0,0,0,2.6132,-1,0,0,0,0,0,0,11.9084,0,0,0,0,0,0,2.5687,39.8239,4.3307,0,0,0
0,0,0,0,0.3689,0,0,0.0233,0,0,0,0,14.8386,14,15.6116,-0.0293,0,0,68.9928,0.7091,0,4.4284,0.7818,0,0,0,0.44,0,0,0,26.8554,0,0,0,0,0,0,0.3389,0,33.0481,0,0,0,0,0,0,1,0,0,0,25.6837,0.9077,0,0.338,0
0,0,0,0,0,0,0,0,0,0,0,0,0.5256,0,0,1.3485,0,0,40.6278,0,0,0,0,0,0,0.1607,0,0,0.35,0,0,0,2.9598,0,0,0.0552,78.5193,0,109.427,21.1215,0,13.0587,0,0,28.5261,0.1858,0.312,0.0279,138.673,-0.0838,0.0361,0,0,0,0
1,0.1354,0,0,0,0,0,0,0,0,79.0962,60.7956,0,0,54.3346,0,0,0,0,0,0,22.9308,0,9.2548,0,-0.7129,0,0,0,0,34.95983,0,0,0,-0.7176,-0.3727,0,0,0,55.9244,0,29.2496,0,83.4346,0,0,0,0,91.6073,0,0,18.093,0.0255,0,0
0.0564,0,0,0.6188,0,0,0,0,0,0,0,0,13.1401,0,0,-0.0838,0,0,95.7144,0,0,1,0.7126,0,-0.5883,0,0,0,0,0,0,0.2457,0,0,-6.95988,1.2271,0,0,90.0753,14.3276,0,0,0,0,0,0,0.4865,0.0363,0,0.0471,0,11.6873,0,0,0
0,0,0,0.5821,0,0,0.157,0.0167,0,63.0047,0,0,0,0,32.3201,0,0,0.6984,0,0,0,12.9939,2.0832,0,-0.3537,1.4657,0,87.829,0.4604,0,0,0.152,0,0,0,0,116.24,0,0,0,0,0,0,0,27.6488,0,0,0.6994,119.946,0,37.9378,0,0,0,0
0,0.7272,0.208315,0.8306,0.1811,0,0,0.0229,0,0,0,0,0,30.9774,0,0,0,0,0,0.982,0,0,0,3.7338,0,-0.169,0,70.5117,0,1.2579,0,0,14.6181,0,0,0,0,19.9081,0,39.4665,0.0471,25.0986,0,0,0,0,0.3286,0,0,0,37.1558,0,0,0,0
0,0.9125,0.7,0.1473,0.5091,0,0,0.0512,0,0,136.398,0,0,25.8384,0,0,-0.0114,0,0,0,0,0,1.0115,0,0,0.60713,0,0,0.6222,-3.7064,0,0,0,0.1699,1.0932,0,0,0,0,42.0759,0,0,0,0,0,0,0.4604,0,132.24,0,0,17.4205,0,0,0
0,0,0,0,0,0,0,0,1.0102,0,112.291,0,0,45.5646,0,0,-0.0849,0,67.7161,0,0,15.2427,3.6238,4.0945,-0.8563,0,0,0,0.0639,0,18.3299,0,0,0,0.6676,0,0,125.539,0,0.2694,-0.0805,0,0,85.6686,0,0.85,0,0,0,0,0,0,0.0108,0,0
0,0,0.35,0,0,0,0.2214,0,0,0,157.236,156.732,0,0,12.6342,-0.9082,0,-0.5202,83.2729,0,0,0,0,0,0,0,0,73.9077,0,0.5564,0,0,0,0,0,0,0,0,0,0,-0.135,0,17.3359,108.26,0,0,0.2527,1.0268,0,0,18.4577,13.497,13.6984,0,0
0,1,0,0.6076,0.8472,0,0,0,0,116.063,0,113.467,0,0,23.9086,0,0,-0.3775,0,-2.3492,0,4.5681,0,0,0,0,0,76.6014,0.3611,0,0,0.7341,0,0,-2.5964,0,0,0,0,0,0,0,0,0,10.4182,0.2356,0.4719,0,0.25,0,0,0,0,0.9548,0
0,0,0.3896,0.5135,0,0.9974,0,0,0,0,17.416,0,24.4117,18.8285,0,0.3944,0,-0.4242,0,-0.454,3.2472,0,0,0,-1.8667,0,0,0,0,-0.5175,0,0.159,1.3906,0,0,0,0,0,0,0,3.4381,45.9167,0,0,0,0,0,0,126.032,0,0,14.7446,0,0,0
0,0,0,0.4363,0.0888,0,0,9.2855,0,0,0,0,10.4771,11.4365,0,-1.9078,0,0,0,0,-1.0784,0,0.6852,0,-2.6036,0,0,0,0,0,0,0,0,0,-5.2892,1.0286,0,0,0,26.1229,0.1231,0,0,0,0,0,0,0.0308,0,0,0,2.6996,12.9376,0,0
0,0,0,0.8671,0.00851,0,0,0,0.2326,0,0,29.7207,22.8855,0,0,0,0,1.1232,0,0,0,0,1.0257,0,0,0,0,0,0.05,0,23.6026,0,0,0.4094,0,0,0,0,133.824,0,0.2056,0,3.9805,0,0,0.869,0.4479,0,0,0,0,19.493,0.0288,0.1843,0
0,0.0917,0,26.501,0,0,0.164,0,0,22.0199,0,0,16.5875,0,11.2899,0,0,1.2364,69.7389,0,-2.7497,5.1329,0,0,0,10.6343,-0.1341,0,0,0,28.5342,0,0,0,0,0,0,0,116.629,0,0.1723,0,0,0,0,0,0.339,0,0,0,34.4131,0,0,0,0
0,0,0,0,0,0,0.2129,1.0242,0.5139,0,0,0,19.9081,0,0,0,0,-4,0,-1.9657,0,0,0,0,0,0,0,0,0,3.3085,0,0,0,0,0,0,0,0.3194,0,0,1,0,2.2574,105.361,0,0.2485,0,0.0247,92.8858,0,18.7191,10.7296,0,0,0
0,0,0,0,0,0,0.4037,0,0,30.4126,0,0,0,29.990326,29.3381,0,0,2.0996,0,0,0,0,0,0,0,0,0.6379,0,0.5521,0,0,0.0791,6.0386,0.1148,0,0,0,0.125,0,0,0,38.1799,14.456089,88.6414,0,0.8167,0,26.9061,0,0,0,0,1,0.9558,0
0,0,0,0.666789,0,0,0,1.0231,0,68.8391,0,66.6641,30.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2598,76.7144,0,0,49.1716,0,5.0403,0.0783,0,-1.5389,82.5871,0,0,0,0.8285,60.3299,0,107.7628,35.5995,0,0.4856,0,0,0,0,0,0,0.3,0
0.0121,0,0.375,0.4902,0,0,0.1575,0,0,0,49.5479,0,0,0,0,0,1.07598,1.1326,0,0,0,0,0,10.2873,0,0,0.85006,0.1669,0.0958,0,0,0,12.4963,0,0,0,0,0,0,0,-0.4476,0,18.3618,0,15.91023,0,0.3163,0,98.91382,0,0,0,0,0,0
0,1,10.98,0.5149,0.1559,0,0.1186,0.0851,0,0,0,0,36.6994,0,0,0,0,0,0,-4.1686,0,13.453518,0,0,0.0529,0,0.384,0,0,0,31.749,0,8.0721,0,0,0,0,0,0,0,0,0,12.7262,70.696,0,0.4905,0,0,0,0,0,0,0.0231,0.1147,0
0.0431,0.8981,0,0.481,0,0,0,0,0.5963,0,138.061,0,0,0,0,0,0,0,0,0,0,5.278049,0,6.3169,0,0,0,62.1439,0,0,0,0.1183,8.6019,0,0.8595,1.2366,101.816,0,0,0,0,0,6.5817,0,0,0.501,0.4257,0,0,0,0,6.7053,0,1.0042,0
0,37.5514,0,0,0,0,0,0,1.0196,0,0,90.6147,0,39.3657,0,0,0,0.3283,0,3.5196,0,0,0,6.5226,0,0.8594,0.8407,0,0.0396,0,0,0,0,0,0,0,0,43.8578,0,0,-0.7303,0,9.5813,92.749,22.9777,0,0,0,0,0,38.5342,0,0.085,0.2328,0
0,0,0,0.507,0.1485,0,0.0942,0,0,131.37507,112.998,0,0,0,0,0,0,0,71.4126,0,0,0,2.3264,0,-0.3139,0,0,0,0.3167,-0.3856,0,0,2.7849,0,0,0,0,0.3194,0,51.1894,0.0346,0,0,0,0,0,1.0164,0.0289,0,0,0,0,0.0144,0,0
0.1387,0,0,0.4651,0.3975,0.2464,0.2099,0.0757,0.57934,0,0,0,0,19.9073,0,0,0,1.2642,59.8689,0,5.6796,0,0,0,0,0,0.5646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.616,130.367,0,0,0,0.0422,0,-0.5605,27.0811,0,0.0168,0,0
0,0,0,0,0,0,0,0.20510166,0,0,119.534,0,0,0,0,0,0.0361,0,0,0,0,0,4.9758,7.4669,0,1,0,0,0.1562,0,0,0,0,0,1.5261,0,0,0.3167,95.1787,49.3139,0,44.4707,10.881,0,40.1876,0,0.1927,0,135.645,0,0,0,0.0357,0.0581,0
0.0293,0.0599,0,0,0,0,0.3793,0.0319,0.2422,0,57.6018,0,0,0,0,0,0,1.0639,50.366956,0,0,0,2.5284,5.0296,0,0,0,0,0,-1,41.4139,0,6.4897,0,0,0,0,0,0,0,0,0,66.2789,0,0,0,0,1.0179,0,0,31.39,3.0297,0,0.2616,0
0,1,0,0,0,0,0.0935,0.0191,0.170435,0,131.031,104.373,0,0,0,0,0,0,0,-0.3685,0,0,0,0,0,-0.5474,0,0,0.5271,0,0,0.3698,7.7094,0,0,0,0,0,85.1204,14.02491,0,0,17.1656,0,28.4669,0,0.2194,0,0,0,0,0,0.2705,0,0
108.645,0,0,0.2949,0,0,0,0.029,0,124.785,116.749,0,0,0,0,0.6103,0,0,0,0,2.5977,0,0,0,-0.2706,0.2039,-0.5408,0,0,0,0,0,2.8234,0,0,1.4139,137,0.2389,0,0.0333,0,28.5168,0,0,23.9127,0,0,0,0,0,28.0577,0,1,0,0
0,1,0.3563,0.5014,0,0,0,0,0.5192,141.617,0,0,36.5484,0,33.7161,0,0,0,0,-4.8689,32.0489,0,0,0,0,26.9604,0.605,0,0,26.72,7.1806,0,0,0,0,0,105.974,0,135.079,0,2.5274,5.14,0,0,0,0,0,0.0338,0,0,1.4207,0,0,0,0
0.2775,1,0,0.88264043,0,1.0148,0,0,0,0,77.4365,0,0,0,21.5389,0,0,0,0,0,-3.7359,0,0,5.4243,0,0,0,72.1785,0,1.4131,0,0,0,0.1677,0,0,0,0.1458,100,0,0,0,11.5284,0,0,0,0.3059,0.046,0,0,34.4283,9.7447,15.7054,0,0
0,0.1021,0.302832,0,0.1819,0,0,0.022032,0,136.437,0,0,0,0,0,0,0,0,0,0,4.6122,5.3161,0,0,0,-0.9405,0,75.7957,0.3278,-0.5261,36.2868,0,0,0.3684,0,0,111.656,0,0,0.4333,0,0,0,0,0,0,0.3941,1.0566,0,0,0,0,0.1288,0,0
0,0,0,0,0.1379,0,0.3523,0,0,0,127.761,0,42.8194,42.2356,0,-0.5011,0,0,0,0,0,0,0,0,0,0,-1.4279,75.2511,0.1556,0,0,0,15.9081,0,0,0,41.4543,1,124.414,52.5261,0,0,0,120.05,0,0,0,0,87.9947,0,0,3.8936,1,0,0
0,0,0,0,0,0.1312,0.2531,1.0172,0,112.262,0,0,0,21.89941,0,0,0,1.5331,0,0,5.7407,6.524,0,0,0,0,0,0,0,-0.3146,8.769,0,0,0.2449,0,0,133.656,0,0,33.7241,0,0,13.8589,127.9871,30.6996,20.8357,0,0,0,0,0,11.778,0,0,0
0,0.2091,0.1729,0.4934,0,0,0,0,0,0,120.096,0,0,0,29.6543,0.2703,0,0.5867,72.8682,0,0,0,2.2094,0,0,0,0,74.7773,0.5771,0,0,0.0698,0,0,0,0,0,0,0,0,0.9349,0,0,0,0,0,0,0,126.131,0.0994,0,1.4469,1,0,0
0,114.884,0,0.4897,0,1.0018,0,0,1.0068,0,0,0,0,0,0,0,0.9186,0.9558,66.6343,0,0,0,4.5589,0,0,-0.1063,0,0,0,-1,0,0,0,0,-0.3386,0.5392,0,0,0,0,0.7015,0,0,0,0,0,0,0,119.587,-0.3876,0,11.2789,0,0,0
0,0,0,0,0.2452,0,0.363,0,0,84.9774,85.6174,0,0,0,0,0.3136,0,0,0,0,-18.3187,0,0,0,0,0,0,0,0.1583,0,26.0376,0.2868,2.5761,0,-0.6,0,0,0.3583,111.419,0,0,47.8156,0,0,45.1769,0,0,0,0,-1,0,0,1.009526,0.8986,0
0.1564,0,0,0,0.783,0,0,0.0202,0,0,101.819,0,0,0,0,0,0.3426,0,0,0,0,11.9062,3.5666,5.7107,-0.1244,0,0.5707,0,0,0,13.7141,0,0,0,1.6994,0,0,0,0,12.6959,0,0,2.9242,0,0,0,0.1656,0.0963,0,0,0.2465,15.9073,0,0,0
0,0,0,0.5107,0,0.9644,0.16,0,0,0,145.7,0,0,0,0,0,0,0,0,-0.6574,6.9273,2.1375,0,0,0,0,0,85.6851,0,-4.1066,14.8367,0,15.6108,0,0,0,0,0,111.995,0,0,0,0,93.0018,0,0,1.0387,0,133.346,0,0,29.453,0,0.0951,0
0.0096,0,0,150.645,0,0.2761,0.2924,0,1.5592,153.036,135.864,0,0,46.7457,0,0,0,0,0,-2.0284,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,127.088,61.5863,0.4527,0,0,102.758,0,0.2861,0,0,116.879,0,12.7934,0,0,0,0
