ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
80,209,0,88,0,3,0,1008,-7,7,0,0,0,0,0,0,53,0,1,0,2,0,0
84,256,3,95,19,0,0,100,0,7,20990,0,0,0,0,0,6,0,11,1,4,80,0
7460,180,7,72,41,0,0,0,0,0,42,0,0,0,0,0,34,0,3,4,-8,0,0
79,0,0,76,21,0,0,100,0,7,22,0,50,-8,0,0,43,86,0,0,0,82,0
69,138,5,78,7,1,0,91,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0
91,0,0,103,14,100,0,0,-7,7,15,0,24,0,1,0,10,0,0,0,2,0,0
68,0,0,79,16,0,0,82,0,4,18,0,33,-8,0,0,0,-8,5,0,3,0,0
80,198,21,0,25,2,2,100,0,7,33,0,0,0,0,0,0,-8,0,0,1,0,0
-9,-9,0,-9,0,0,-9,0,0,-9,1,0,-9,-9,0,0,0,-9,-9,0,-9,0,0
63,0,0,66,14,3,0,0,0,0,15,0,25,0,0,5,0,0,2,0,1,0,0
72,0,8,58,17,0,-9,100,0,7,198,0,0,0,0,2,0,0,0,0,1,0,0
62,0,3,71,0,0,0,100,0,0,247,0,20,0,0,1,45,0,4,0,2,0,0
6960,172,0,88,2,0,0,0,0,6,2,0,20,0,0,0,1,0,0,0,-8,0,0
79,206,8,60,15,0,0,100,0,7,15,0,0,0,0,0,34,0,0,3,0,80,0
7660,148,6,107,10,0,0,0,0,7,11,0,16,0,0,0,0,0,2,0,0,0,0
72,175,0,597,24,0,0,0,0,7,25,0,38,0,0,0,0,83,2,0,0,0,0
76,0,0,58,11,0,0,100,0,7,11,0,0,0,0,2,60,0,0,-8,1,75,0
62,0,3,46,16,2,2,0,-7,7,0,0,54,0,0,0,0,92,0,0,1,0,0
68,216,0,6160,24,0,1,0,19,6,26,0,7,0,0,0,29,-8,0,0,0,0,0
85,0,0,73,22,0,0,100,-7,7,21,0,13,0,0,5,22,0,0,0,1,0,0
64,0,3,82,15,0,0,88,0,0,16,0,56,0,0,0,71,0,0,2,4,0,0
57,169,5,89,0,0,0,73,22,6,15,0,11,0,0,0,0,-8,0,0,1,38,0
68,0,2,50,0,4,0,100,0,7,14,0,0,0,3,2,9,0,0,1,0,0,0
7560,0,0,76,12,0,0,0,0,7,15,0,55,0,0,0,10,0,4,0,0,0,0
70,198,1,69,0,0,2,0,0,0,247,0,33,0,0,5,32,-8,0,0,4,0,0
62,148,2,0,16,0,1,81,0,0,0,0,0,4,0,0,48,0,0,0,3,100,0
72,141,2,42,31,0,0,100,0,0,33,0,46,0,0,0,29,0,0,4,1,0,0
90,0,0,139,4,0,0,100,0,7,0,0,0,0,0,0,0,-8,0,-8,2,0,0
75,0,0,50,14,0,2,100,0,7,0,0,58,0,0,0,0,0,0,0,1,0,0
64,70,8,69,3,0,0,0,0,6,3,0,0,-8,0,0,35,0,0,0,2,0,0
-9,-9,0,-98,-9,0,0,0,-9,0,-9,0,-9,0,-9,0,-97,0,0,0,-9,0,0
69,0,0,87,22,0,0,0,0,6,2660,0,0,0,0,0,5,0,3,3,0,0,0
7090,206,28,84,0,0,0,100,-7,6,19,0,55,0,0,0,0,0,0,4,0,0,0
7760,0,0,83,10,0,0,0,0,7,0,0,0,0,5,5,21,0,1,0,0,0,0
63,0,13,87,10,0,0,0,0,7,11,0,37,0,0,0,24,0,0,1,2,0,0
6360,163,5,67,87,0,0,0,0,7,0,0,0,0,0,0,0,80,-8,0,-8,100,0
90,181,0,73,0,0,2,100,0,6,381,0,0,-8,0,0,7,0,0,0,1,0,0
7660,183,8,94,0,0,3,100,-7,7,23,0,0,0,0,0,0,-8,0,0,1,0,0
66,180,0,73,19,0,0,0,0,0,202260,0,25,0,0,0,32,0,0,0,0,0,0
84,0,0,102,0,0,0,0,0,7,20960,0,28,0,0,0,3,0,2,1,1,0,0
81,198,0,74,0,1,0,100,0,6,27,0,0,0,0,1,60,0,7,0,2,0,0
72,0,4,80,0,0,0,100,0,6,16,0,50,0,0,0,0,-8,2,0,0,33,0
76,176,12,105,14,0,0,100,0,0,16,0,40,0,0,0,0,-8,0,0,0,0,0
7460,-8,0,75,36,0,0,0,13,6,38,0,29,0,0,0,21,0,0,0,3,0,0
6160,152,16,59,307,0,0,67,0,4,31,0,0,0,0,0,0,80,0,3,1,0,0
56,169,0,62,18,0,1,84,0,4,0,0,43,0,0,0,0,69,3,0,0,50,0
87,206,0,89,15,2,0,0,0,6,15,0,25,0,0,0,0,0,0,3,0,0,0
60,176,6,86,0,0,0,0,0,4,31,0,44,0,0,0,34,0,0,2,1,0,0
0,0,17,6890,0,0,0,71,0,4,13,0,0,0,0,0,7,0,0,0,1,0,0
59,190,7,65,36,0,2,0,0,4,37,0,52,0,0,0,34,0,5,0,1,0,0
69,0,24,84,3,1,0,0,0,0,0,0,50,0,0,1,-890,0,0,1,-8,0,0
-960,0,-9,-9,-98,0,0,100,0,6,0,0,-9,0,0,0,0,0,0,0,-903,0,0
65,164,0,72,0,2,3,89,0,4,207,0,0,0,0,0,0,0,3,0,0,0,0
74,175,10,52,0,0,0,0,0,6,32,0,0,0,0,3,14,0,0,2,0,67,0
79,125,4,63,2,0,0,95,0,7,3,0,33,0,0,0,-8,0,0,2,-8,0,0
63,0,3,78,29,0,0,80,0,4,0,0,0,0,0,0,6,-8,0,2,1,67,0
76,0,0,89,12,0,0,95,0,6,0,0,0,0,0,0,0,62,2,3,1,0,0
77,162,3,80,13,2,0,0,0,7,0,0,31,0,0,2,0,52,0,0,1,0,0
74,198,0,83,11,0,0,0,0,7,13,0,17,0,0,0,12,0,0,2,0,0,0
79,0,9,63,20,2,0,100,0,7,22,0,0,0,0,0,44,0,0,0,0,0,0
72,183,7,67,20,0,0,94,24,0,20,0,0,-8,0,0,0,95,4,0,2,0,0
86,175,0,91,19,0,0,0,-7,6,20,3,27,0,0,0,7,0,0,0,1,0,0
7460,198,0,82,0,0,0,100,-7,0,25,0,0,0,2,2,0,88,0,0,1,0,0
71,181,8,66,0,0,0,100,0,7,0,0,0,0,1,1,6,0,0,0,2,75,0
6660,181,0,127,28,0,0,0,2,4,307,0,25,0,0,0,3,-8,0,0,1,0,0
81,0,5,76,13,3,0,100,0,7,13,0,0,1,0,0,0,97,4,0,3,0,0
72,163,5,451,16,0,0,92,0,6,17,0,0,-8,0,0,4,0,0,0,1,0,0
-9,-9,0,-9,-9,0,0,100,0,-9,9,0,-9,0,0,0,0,-9,-9,0,-9,0,0
66,255,0,0,0,0,0,0,0,4,19,0,11,0,0,1,0,-8,0,0,2,33,0
8690,140,0,85,5,0,0,1007,0,7,6,3,0,0,0,0,0,88,0,2,0,0,0
61,0,3,59,43,2,0,0,0,0,0,0,47,0,0,1,52,89,8,2,4,0,0
82,0,4,69,0,9,6,0,0,7,23,0,20,0,0,1,3,0,2,0,0,0,0
-960,0,-9,-904,0,0,0,0,0,0,0,0,-903,0,0,0,-990,0,0,-9,0,0,0
0,0,11,91,0,0,2,100,0,7,2560,0,0,0,0,0,0,89,0,0,1,0,0
76,178,0,84,13,0,0,0,0,4,0,0,40,-7,0,1,8,0,0,2,0,0,0
70,139,5,48,28,0,0,97,0,6,0,0,0,0,4,4,21,0,0,0,0,0,0
63,161,2,65,13,1,0,100,0,6,14,0,50,0,0,0,73,55,7,0,4,0,0
61,282,36,102,31,0,0,97,0,6,0,0,0,0,5,0,0,-8,4,0,2,0,0
63,0,1,75,15,5,0,0,0,7,0,0,24,0,0,2,0,83,0,0,3,0,0
81,0,0,77,237,0,0,0,0,7,2390360,0,42,0,0,3,7,0,0,0,0,0,0
59,196,3,67,0,0,0,0,0,4,44,0,0,0,1,1,0,85,5,0,0,100,0
82,0,0,9260,0,0,0,96,0,6,17,0,36,0,0,0,0,0,2,0,0,50790,0
69,0,1,54,7,0,1,90,0,4,11,0,0,0,0,0,2,57,1,0,-8,0,0
87,0,0,66,15,3,0,100,0,7,15,0,25,0,0,0,1.7,0,0,0,-8,33,0
57,0,1,58,27,0,0,0,0,0,0,0,10,0,0,0,-890,0,0,0,-8,0,0
72,0,11,78,23,0,3,0,0,6,247,0,42,0,0,5,34,0,0,0,2,0,0
82,232,0,80,42,0,0,0,0,7,0,0,0,6,1,0,29,0,0,0,3,71,0
80,169,0,86,0,1,0,0,0,0,248,0,33,0,1,0,3,0,0,1,0,0,0
5960,178,0,107,0,0,1,96,-8,4,16,0,25,0,0,0,33,0,0,0,3,0,0
53,0,2,17,0,0,0,83,14,6,209,0,22,0,0,0,24,0,5,0,0,0,0
85,0,6,68,0,0,4,0,0,0,26,0,32,0,0,0,0,0,0,0,3,0,0
7360,184,0,69,16,0,0,91,0,0,17,0,11,0,0,3,0,-8,1,1,0,0,0
58,169,3,61,0,0,0,90,0,4,15,0,14,0,0,5,25,0,0,0,1,0,0
74,0,0,99,23,0,0,97,0,6,0,0,33,0,0,2,0,0,0,0,1,0,0
71,0,2,84,14,0,3,0,0,7,15,0,20,0,0,0,0,65,0,0,0,0,0
62,0,0,80,990,1,0,0,0,6,9,0,21,0,0,0,57,72,0,4,1,0,0
65,-8,0,83,14,0,0,92,3,4,13,0,27,0,0,0,0,84,0,0,0,0,0
7060,0,0,63,17,0,0,0,-7,7,0,0,23,0,0,0,9,0,6,3,1,0,0
87,0,3,0,0,0,0,97,167,6,15,0,33,0,0,0,0,0,0,0,-8,75,0
67,-8,0,50,12,1,0,90,0,6,16,0,29,0,0,0,0,0,2,0,0,0,0
61,169,0,59,0,0,0,83,0,4,13,0,100,-7,0,0,56,0,0,0,2,0,0
91,253,0,90,34,3,0,0,-8,7,37,0,14,0,0,0,6,70,0,2,2,0,0
-9,0,0,-9,913,0,0,100,0,-9,-9,-9,-9,0,0,0,-9,0,0,0,1,0,0
61,0,0,0,0,0,0,100,0,7,27,2,50,0,0,0,0,0,0,0,5,0,0
65,198,0,84,36,0,0,100,17,7,38,0,44,0,0,0,0,58,9,0,2,0,0
77,0,0,63,20,0,0,0,0,6,21,2,13,-8,0,0,54,0,0,0,1,0,0
63,134,0,50,26,0,0,1008,0,7,257,0,50,0,0,0,48,0,0,0,2,80,0
64,216,0,8160,0,0,0,0,4,6,22,0,11,0,0,1,0,0,0,0,1,67,0
81,0,0,90,10,5,0,0,0,7,15,0,14,0,0,0,6,0,2,0,0,0,0
78,188,0,76,22,0,0,100,0,0,0,0,0,0,0,0,0,71,4,0,1,67,0
69,0,23,77,9,0,0,100,0,6,10,0,16,0,0,0,7,0,0,1,0,0,0
62,0,0,66,19,0,1,100,0,7,22,2,50,0,0,0,0,98,0,2,3,0,0
70,0,0,0,0,0,0,0,0,0,49,0,44,0,0,1,43,0,0,5,3,63,0
79,0,3,87,35,0,0,0,0,4,37,0,22,0,0,0,17,-8,3,0,0,0,0
56,0,5,9260,7,0,0,96,0,4,8,0,1007,0,0,0,0,-8,2,0,-8,0,0
8360,0,4,608,17,0,2,1007,0,7,17,0,0,0,0,0,0,0,0,0,-8,0,0
63,0,10,81,13,0,0,0,0,4,11,0,57,0,0,0,55,76,2,0,1,100,0
78,148,0,80,25,0,0,0,0,6,2760,0,20,0,0,0,0,-8,0,1,0,0,0
77,0,0,99,0,2,3,0,-7,6,14,0,40,0,1,0,0,0,0,0,0,0,0
68,0,0,81,11,2,0,90,6,4,13,0,22,0,0,0,35,0,0,0,1,0,0
66,169,0,0,0,0,0,94,18,6,15,0,56,-8,0,2,0,0,0,3,0,0,0
87,182,0,107,28,0,0,50,-7,7,28,0,30,0,0,0,0,100,0,0,2,0,0
69,0,7,93,29,2,1,0,0,6,0,0,17,0,0,4,0,-8,0,0,3,0,0
72,0,0,86,14,0,0,100,0,7,15,2,18,0,0,0,9,0,0,3,1,0,0
66,188,0,70,18,2,0,95,0,0,0,0,23,0,0,0,13,98,0,0,3,0,0
80,0,2,83,0,0,0,100,0,0,0,0,33,0,0,0,0,0,2,6,0,0,0
76,149,6,65,25,0,0,93,18,6,0,0,0,0,0,0,41,-8,0,0,2,67,0
66,0,8,71,13,0,0,94,0,6,14,0,33,0,0,0,37,0,0,0,1,0,0
89,131,15,68,21,0,2,96,0,0,2260,0,0,0,0,0,0,0,0,0,-8,0,0
70,139,2,49,0,0,0,0,0,7,25,0,52,0,1,1,31,0,0,4,3,0,0
62,0,21,85,9,0,0,0,0,0,9,0,29,0,0,0,48,0,3,0,1,0,0
89,0,4,0,0,3,0,100,0,0,17,0,21,0,0,0,25,0,2,2,-8,0,0
89,165,0,607,0,0,0,0,0,7,8,0,0,0,0,0,11,0,0,2,0,50,0
58,132,0,69,0,0,0,96,0,4,51,0,52,0,0,0,5,0,0,0,1,0,0
89,209,2,110,25,0,0,0,0,0,0,0,56,0,0,0,26,0,3,1,0,37,0
65,0,0,73,8,0,0,0,-7,7,8,1,33,0,0,0,41,0,0,2,1,0,0
63,0,0,5890,0,0,0,94,0,6,15,0,13,0,0,1,0,0,0,0,2,0,0
7760,188,0,87,22,0,3,0,0,6,23,0,60,0,0,0,11,-8,0,1,0,0,0
61,0,0,0,10,0,0,91,0,4,11,0,0,0,0,2,0,0,5,-8,0,0,0
64,0,5,95,10,0,2,0,0,0,9,0,38,0,0,0,43,0,0,0,-8,0,0
7360,136,0,53,15,0,0,0,7,6,16,0,30,0,0,0,31,0,3,0,0,0,0
607,0,0,0,0,3,2,0,0,6,31,0,0,0,0,0,24,0,0,2,0,0,1
7260,198,0,81,25,0,2,0,7,47,0,0,23,0,0,0,42,0,0,0,0,0,1
83,0,0,0,16,0,0,100,0,0,16,0,0,0,0,0,49,-8,0,-8,1,0,1
74,0,2,597,36,3,0,0,0,7,39,0,43,0,0,0,590,0,0,0,0,63,1
91,136,0,65,357,0,0,0,0,4,0,0,36,0,0,0,34,0,0,3,0,0,1
70,193,0,79,376090,2,0,0,0,6,38,0,47,0,0,0,437,0,5,0,0,0,1
76,0,0,70,14,2,0,96,20,0,15,0,0,0,0,0,48,-8,0,0,0,0,1
80,139,10,98,8,0,0,100,0,6,0,0,67,0,0,1,0,-8,0,0,-8,0,1
89,0,0,86,17,0,0,0,0,6,18,0,27,0,0,0,0,48,4,0,2,0,1
83,0,0,83,0,0,6,100,-7,7,289,0,0,0,0,0,53,0,5,0,4,0,1
-97,0,-9,0,-9,0,-9,0,0,0,-9,0,0,0,0,0,0,-9,-9,0,-9,0,1
7760,0,0,79,27,0,0,0,9,6,0,0,25,0,1,1,4,0,0,3,0,0,1
0,0,0,102,32,0,2,0,-7,0,32,0,38,0,0,0,30,0,3,0,1,75,1
7460,198,0,75,17,0,0,92,28,6,0,0,20,0,0,0,15,0,0,0,0,0,1
7660,214,16,75,0,0,0,0,0,7,19,0,27,0,0,0,23,0,0,0,0,0,1
75,0,0,61,23,1,0,0,0,6,25,0,29,0,0,0,0,56,0,0,0,0,1
77,0,2,0,14,0,0,100,0,0,0,0,45,-8,0,0,34,0,4,0,0,0,1
84,0,6,697,8,2,3,100,0,7,0,0,0,0,0,0,12,0,0,0,0,0,1
79,0,3,49,0,0,5,100,0,7,21,0,0,0,0,0,0,-8,3,1,0,60,1
89,279,16,0,1260,0,0,100,0,7,13,0,0,0,0,0,3,0,1,-8,2,0,1
74,243,6,89,0,2,0,100,0,7,37,0,44,0,0,0,0,87,3,0,0,0,1
84,0,0,94,17,2,0,100,-7,0,15,0,0,0,0,0,0,-8,0,0,0,0,1
68,0,0,0,0,0,0,95,0,4,0,0,25,0,3,0,34,0,0,0,0,0,1
63,0,0,81,0,4,0,100,-7,7,0,0,0,0,0,1,0,0,0,3,-8,0,1
87,288,7,104,29,0,0,0,-7,7,30,0,50,0,0,0,0,66,4,3,0,0,1
88,0,0,0,307,0,0,0,-8,7,31,0,41,0,0,0,0,-8,4,0,2,40,1
81,200,0,84,1760,0,0,100,0,7,177,0,0,-9,0,0,0,-8,0,0,0,63,1
80,190,0,68,13,0,0,100,0,7,13,0,50,0,0,0,3,0,0,-8,0,0,1
75,0,0,81,28,0,0,97,0,0,28,0,29,-8,0,0,20,0,4,2,0,0,1
88,172,0,123,17,0,3,0,-7,7,18,0,20,0,0,1,0,-8,2,0,0,0,1
89,141,0,74,21,0,0,100,0,7,21,0,14,0,0,0,15,-8,4,0,2,0,1
76,198,0,92,0,0,0,93,100,7,913,0,33,0,0,0,8,0,0,1,0,0,1
92,206,0,0,18,2,0,100,0,7,32,0,29,0,0,0,22,0,0,0,1,0,1
71,0,0,70,19,0,2,0,0,0,21,0,24,0,0,1,0,0,0,1,0,0,1
91,172,10,94,9,0,0,100,75,0,9,0,30,0,0,0,5,0,0,0,0,0,1
8360,166,0,73,14,0,0,0,0,7,15,2,22,0,0,0,0,0,6,0,2,0,1
79,0,0,76,0,0,6,0,0,7,13,0,23,0,0,0,2,97,0,2,-8,0,1
83,0,3,68,32,0,0,0,20,7,34,0,44,-8,0,0,0,79,4,0,0,0,1
-97,-9,0,-9,0,0,0,100,-9,7,-98,-9,0,0,0,-9,0,0,0,0,-9,0,1
81,0,0,0,11,0,0,0,0,6,0,0,14,0,0,0,0,0,3,0,0,0,1
79,161,0,7060,77,0,5,89,4,3,8,0,25,0,0,0,1,0,1,0,0,0,1
7160,0,1,87,28,0,-8,100,0,7,29,0,0,0,0,0,67,0,6,0,4,0,1
7560,0,2,0,15,0,-9,0,0,7,16,4,50,0,0,0,0,76,5,0,1,0,1
85,190,0,77,11,5,0,0,0,0,13,0,18,0,0,4,0,-890,3,0,2,0,1
81,0,0,59,26,5,5,100,-7,7,27,0,33,0,0,0,0,0,0,0,2,0,1
81,138,0,65,0,0,0,1008,0,6,4,0,32,0,0,0,43,0,0,0,2,0,1
71,0,0,76,20,0,0,0,35,6,21,0,17,0,0,0,70,-8,4,2,3,0,1
90,164,0,76,0,0,2,0,0,7,35,0,50,0,0,0,6,0,0,0,3,0,1
9160,0,0,92,21,0,5,0,-7,7,22,0,8,0,0,0,20,0,3,0,0,0,1
7360,152,18,104,5,0,0,0,0,6,6,0,0,0,0,0,18,0,0,0,2,67,1
89,340,478,107,12,0,0,100,-7,7,13,0,0,0,0,0,31,0,0,0,0,0,1
88,169,8,70,23,0,3,100,0,7,258,0,0,0,0,0,13,62,0,0,0,0,1
73,0,0,111,0,2,0,88,0,4,34,0,0,0,0,0,6,0,0,3,0,38,1
65,178,0,61,15,0,0,0,0,0,13,0,31,-8,0,0,4,0,0,2,0,0,1
64,131,0,35,9,3,0,100,0,7,11,0,57,0,2,2,890,0,0,0,-8,0,1
91,121,0,76,16,4,0,100,0,0,18,0,0,0,0,0,97,0,0,2,-8,0,1
7760,80,0,58,903,0,0,0,0,7,9,0,67,0,0,0,0,94,0,0,0,0,1
63,0,0,68,0,0,2,100,0,7,18,0,17,0,0,4,27,0,0,0,0,0,1
78,0,4,117,25,0,-8,0,0,7,26,0,0,0,0,0,0,0,2,0,0,0,1
88,188,34,6560,4,0,0,100,0,7,0,0,50,0,0,0,0,0,0,0,-8,0,1
7490,0,16,58,15,0,0,100,0,7,17,0,0,0,0,2,0,71,0,0,3,75,1
64,132,0,58,0,0,0,0,0,0,188,0,24,0,0,0,0,64,4,0,0,0,1
-910,-9097,-902,-912,-906,0,-9,0,0,0,-904,0,-903,-901,0,0,-903,0,0,0,0,-911,1
67,164,11,9260,14,0,0,95,8,4,15,0,0,0,0,0,44,0,0,0,5,0,1
81,274,0,8890,37,5,0,100,-7,7,381,1,37,0,1,0,3,0,0,0,0,0,1
88,0,6,90,207,0,2,0,25,7,209,0,20,-7,0,0,3,0,0,1,0,0,1
83,297,0,84,33,2,2,0,-7,7,34,0,6,0,0,0,3,0,0,1,0,0,1
86,152,2,71,0,5,4,0,0,7,35,0,399,0,0,3,1,44,0,0,0,0,1
82,247,12,107,0,2,0,0,0,7,16,0,397,0,0,0,14,0,1,0,0,0,1
65,161,8,50,0,0,0,95,0,6,23,0,24,0,0,4,8,0,0,0,0,0,1
89,198,8,107,18,0,0,94,0,4,19,0,257,0,0,0,0,-8,0,1,0,0,1
897,256,4,103,18,0,0,0,0,7,22,0,0,0,0,0,2,-8,0,1,0,60,1
83,0,0,80,87,0,0,95,0,6,9,0,0,0,0,0,51,0,3,0,2,0,1
64,0,0,0,0,1,0,87,0,6,368,0,0,0,0,0,31,80,7,3,2,0,1
85,159,2,73,45,0,0,100,0,0,46,0,40,0,0,0,0,82,3,0,0,40,1
83,153,0,92,0,3,0,0,0,0,14,0,16,0,0,0,43,0,4,2,0,0,1
82,0,3,83,611,0,0,0,0,7,704903,0,29,0,0,0,0,0,0,1,-8,0,1
84,0,0,103,0,4,5,100,-7,7,16,1,13,0,0,0,0,-8,0,0,0,0,1
70,163,4,62,0,0,3,100,-7,7,27,0,35,0,0,0,30,0,0,2,2,0,1
91,227,0,86,24,0,0,100,0,7,259,0,0,0,0,1,0,0,0,0,0,33,1
6790,153,0,58,0,3,0,0,0,7,17,0,0,0,1,1,37,0,0,0,-8,100,1
85,0,0,72,14,0,0,100,-8,7,0,0,0,0,0,1,0,94,0,0,0,80,1
91,0,10,79,0,2,0,100,0,0,208,0,0,0,0,0,0,0,0,0,0,0,1
8560,166,23,74,16,0,0,100,0,0,17,0,0,0,0,0,0,0,1,0,-8,0,1
81,194,0,69,9,0,0,93,0,0,990,0,0,4,0,0,25,0,0,0,0,0,1
89,207,12,127,16,0,0,100,0,7,15890,0,0,0,0,0,38,0,0,0,0,0,1
82,0,5,108,137,2,0,0,0,7,158,0,0,0,0,0,14,0,3,0,0,57,1
86,-8,0,77,7,0,0,100,0,6,7,0,0,0,0,0,0,-8,2,0,0,0,1
84,206,14,97,22,3,4,100,-8,0,257,0,10,0,0,0,2,0,0,0,0,0,1
87,0,3,75,13,0,0,100,0,7,0,0,40,0,2,2,0,-8,0,0,0,0,1
85,0,6,83,247,0,0,100,0,7,249,0,0,0,0,0,381,-8,8,0,5,0,1
86,162,0,87,21,0,0,100,0,7,257,0,52,0,0,4,0,99,3,0,0,0,1
64,0,0,0,18,0,0,94,0,6,21,4,36,0,0,0,0,95,0,0,0,0,1
86,177,11,103,12,0,0,0,0,7,13,0,50,-8,0,0,48,0,0,3,2,0,1
83,165,0,96,21,0,0,100,0,7,25,0,0,4,0,0,3,0,0,1,0,0,1
-9,-9,-9,-9,0,0,0,100,0,-9,-9,0,0,0,0,0,0,-9,0,-9,-87,0,1
86,165,3,5990,8,0,0,100,0,7,9,0,33,0,1,0,4,0,2,0,0,0,1
88,246,9,79,22,4,0,95,0,6,0,0,36,20,0,0,2,0,3,0,0,0,1
85,0,0,88,0,0,0,100,0,0,28,0,45,0,0,0,34,0,0,4,2,0,1
82,0,0,52,23,0,0,100,-7,7,21,0,41,0,0,2,0,80,0,2,0,0,1
85,176,0,116,0,0,0,96,0,6,247,0,0,0,0,0,7,0,3,0,0,0,1
87,0,0,71,3,5,0,0,0,7,47,0,0,0,0,0,-8,0,0,0,-8,50,1
81,0,0,86,14,0,0,100,0,7,0,0,33,0,0,0,0,-8,2,0,1,0,1
86,198,8,0,8,0,0,100,0,7,9,0,16,0,0,0,0,-8,1,0,0,0,1
82,0,0,117,50,0,2,100,0,7,50922,0,42,0,0,0,56,0,0,0,1.8,0,1
81,0,5,48,14,0,0,100,0,7,14,0,30,0,0,0,0,96,0,3,-8,0,1
8860,247,0,127,6,0,0,0,31,7,11,0,47,0,0,0,1,0,0,0,0,0,1
76,0,0,74,25,0,5,100,-7,7,27,4,15,0,0,0,2,0,0,3,0,0,1
63,0,0,0,30,0,0,0,3,4,36,2,12,0,0,0,0,0,0,0,2,58,1
73,169,1,75,0,2,2,0,0,7,35,0,14,0,0,4,3,0,0,0,0,0,1
76,0,7,84,9,0,0,0,0,6,10,0,38,0,0,0,8,0,3,2,0,0,1
-904,-928,0,-946,-97,-9,0,100,-914,-906,-974,0,-903,-98,0,0,-907,0,0,0,0,-913,1
80,153,0,74,26,0,0,100,0,7,25,2,0,0,0,0,0,0,0,0,0,0,1
80,150,23,54,19,0,0,0,0,0,20,0,0,0,0,0,32,0,0,0,2,0,1
0,0,2,67,14,0,0,1008,0,0,20,0,0,0,0,0,37,0,0,0,0,0,1
84,0,0,53,32,9,0,0,0,7,37,0,58,0,0,5,0,-8,3,0,4,0,1
81,0,2,0,18,5,0,100,0,7,19,0,20,0,0,0,0,53,3,0,1,0,1
86,340,0,108,0,3,0,100,0,0,31,0,0,0,0,0,6,0,0,0,0,0,1
85,164,8,74,9,0,2,100,0,7,12,0,20,0,0,0,487,0,3,0,0,0,1
82,176,0,53,0,0,0,100,0,7,2360,0,0,0,0,0,0,77,0,5,0,0,1
82,265,24,111,13,2,0,100,0,7,14,0,0,0,0,0,0,0,3,0,-8,0,1
7360,0,1,41,31,0,0,97,0,6,32,0,46,0,0,0,44,0,0,0,0,0,1
66,0,0,82,0,0,0,95,0,0,28,0,26,0,0,0,13,85,3,0,4,0,1
64,85,10,68,15,0,0,88,0,4,16,0,38,0,0,0,0,-8,5,0,0,0,1
55,0,0,80,12,0,0,0,54,47,6,0,18,0,0,1,0,0,0,0,2,0,1
6890,154,0,61,0,0,0,0,-7,7,34,0,17,0,0,0,31,0,0,2,3,0,1
88,228,0,64,25,2,0,0,0,7,28,0,42,0,0,0,53,0,0,0,3,0,1
89,198,0,68,10,0,0,96,0,0,17,0,12,0,0,0,1,0,3,0,0,0,1
6590,0,5,61,11,0,0,0,0,0,12,0,50,0,0,0,49,-8,0,0,3,0,1
73,0,6,67,0,3,0,0,-7,0,11,0,29,0,1,0,0,0,0,0,0,0,1
72,163,1,76,17,0,4,0,0,7,0,0,33,0,0,0,0,0,3,0,1,67,1
81,113,0,0,9,0,0,100,0,0,11,0,0,0,0,1,0,-8,0,0,0,20,1
6160,197,20,116,0,0,0,0,0,4,24,0,0,0,0,0,0,-890,1,0,0,0,1
80,182,5,86,30,2,0,100,-8,7,31,0,0,0,0,0,3,0,0,1,0,50,1
78,206,0,74,34,2,0,100,-7,7,36,0,17,0,0,0,15,0,0,0,1,0,1
87,165,9,61,29,4,0,100,0,7,307,0,0,0,0,0,0,92,0,0,-8,0,1
91,0,2,84,17,5,0,0,0,7,16,0,0,0,1,0,4,0,1,0,0,0,1
89,280,12,110,0,0,0,0,0,7,28,0,44,-7,0,0,6,-8,1,0,5,0,1
87,0,0,107,14,0,0,100,0,7,15,0,1,0,0,0,0,-8,2,0,3,0,1
75,0,0,62,22,0,0,95,0,7,22,0,0,0,0,2,0,-8,5,0,0,0,1
0,0,4,91,17,0,0,100,0,7,22,0,25,0,0,0,31,0,3,0,0,0,1
60,0,0,76,24,0,0,0,0,0,25,0,26,0,0,0,6,0,3,0,0,100,1
83,191,0,87,0,0,0,100,0,7,98,0,0,0,0,0,12,0,2,0,-8,0,1
88,169,1,103,14,0,0,100,0,7,14,0,0,0,0,0,0,91,3,0,1,67,1
68,0,0,75,34,0,0,93,-7,7,37,0,398,0,0,3,31,0,0,0,2,0,1
80,0,8,65,18,3,0,100,0,7,19,0,21,0,0,2,11,0,0,5,0,0,1
88,0,8,95,117,2,3,0,0,7,118,0,44,0,0,0,0,0,0,0,0,0,1
77,0,0,69,0,0,0,0,0,7,11,0,27,0,0,1,53,0,0,0,3,0,1
0,391,43,50,6,0,0,95,38,4,0,0,0,0,0,0,0,0,0,1,-8,0,1
