V1,V6,V10,V12,V13,V14,V15,Class
41,362133,18,1206,1,-1,0,2
3065,488,21,829,2,-1,0,2
2821,558,8,473,3,-1,0,2
42,23894,27,925,3472,-1,0,2
5842,2557,15,561,1,-1,0,2
3852,7,5,571,1,-1,0,2
46,3290,22,1551,4,-1,0,2
35,484,528,431,1,-1,0,2
62,0,4,762,3382,183,0,2
3622,1723,11,632,3,-1,0,2
3058,2572,1825,265,1,-1,0,2
27,60300,16,1206,1,-1,0,2
55,1370,1721,854,3,-1,0,2
4944,2922,6,1026,3,-1,0,2
58,4845,22,735,1,-1,0,2
3250,1808742,30,596,3,-1128,0,2
3026,8762245,18,1093,3,-1,0,2
2665,516,20,926,1,-1,0,2
35,0,26,442,2,-27,0,2
2700,0,21,6,1,-1120,0,2
33,3342,29,528,1,-1,0,2
59,0,21,1028,4,-1,0,2
48,0,22,3705,1,-1,0,2
3740,11671853,12,563,4,-1,0,2
34,526,21,946,1,-1,0,2
3051,482,17,1503,4,-1,0,2
3326,462,22,934,1,-1,0,2
33,1123,29,519,1,-1,0,2
382,730511904,17,431,2,-1,0,2
5842,1796,521,1322,1,-1125,0,2
44,579,5,2282,1,-1,0,2
3540,3.43418E+11,2519,838,1,0,0,2
4645,60344,13,576,1,-22,0,2
32,1222,2,442,4,7929,3472,2
3468,965,26,552,3,-1,0,2
57,0,14,531,1,-1,0,2
39,3829,4,571,1,0,0,2
2472,397,4,692,1,-1,0,2
3770,3538,19,437,3241,0,0,2
34,1825,7,533,1,0,0,2
34,2152,15,1404,2,-1,0,2
60,0,3027,10762,1,-1,0,2
4344,0,2822,590,1,-1,0,2
33,3535,13,14052,2,-1,0,2
4250,2902,25,853,1,-1,0,2
394,442,21,822,2,-1,0,2
2908,47691804,23,442,7,-1,0,2
4039,11251704,16,867,3472,-1,0,2
3539,9,25,1162,3,8517,0,2
5908,62376112045,1821,864,2,-1,0,2
39,2,16,882,2,-13,0,2
27,603,21,853,1,-1,0,2
3929,1026,11,4005,1,-1,0,2
57,8951904,26,687,1,-1,0,2
36,1321,14,542,4,-1,0,2
28,0,23,1558,3472,-1,0,2
3538,487,25,473,3,-1,0,2
2857,3538,30,6094,1,-1,0,2
4738,-1422,2,788,4,-1,0,2
5328,48511904,12,908,1,-1,0,2
3929,0,17,816,3,-1,0,2
49,0,19,925,1,-1,0,2
4260,-475,16,1188,1,-1,0,2
42,3357,30,535,2,-1,0,2
2825,8761,3,699,1,-1,0,2
3040,616,16,865,3,-1,0,2
3862,3400,4,842,6,-1,0,2
44,442,23,1389,3472,-1,0,2
32,4645,27,251,1,-1,0,2
35,0,22,1028,1,-1125,0,2
5928,519,13,16422,1,-1,0,2
362,18094,1521,6,9,-1,0,2
2262,857,3,1789,558,-1,0,2
6345,58822451904,20,873,1,-1,0,2
32,58762,28,671,2,-1,0,2
5539,4445,21,888,3,-1,0,2
32,217865,27,872,1,-1,1120,2
5059,98326,23,1486,2,-1,0,2
3540,394,30,554,1,-1,0,2
63,2567,6,641,1,-1,0,2
62,6042,2,1562,1,-1,0,2
43,-291,4,1326,2,-1125,0,2
3450,8341871,12,902,1,-1,0,2
26,108821,3,3057,1,-1,0,2
394,587,825,493,1,-1,0,2
30,0,17,951,1,-1,0,2
3738,21521904,1725,1004,1,-1,0,2
53,3466,18054,523,1,-1125,0,2
57,2262,29,568,1,-1,0,2
35,6711904,28,1535,1,-1,0,2
25,0,1529,300,1,-1,0,2
45,442,1822,523,1,-1,0,2
31,3241,1072,8094,2,-1,0,2
482,1838,1721,1430,2,-1,0,2
32,0,5,781,4,-1,0,2
56,105717,1130,765,2,-1,0,2
42,1530,21,492,1,-1,0,2
3300,1227,728,856,3,-1,0,2
3738,16,31,534,1,-1,0,2
411908,1442,12,771,1,-1120,0,2
3738,14074657,20,7062,1,-1128,0,2
4629,54371772,21,554,1,-1,0,2
49,11711904,2,2551,1,-1,0,2
5848,29418087,22,603,2,-1128,0,2
3943,11282217,17,562,6,-1120,0,2
3400,526,6,1373,1,0,0,2
32,4256,13,538,1,-1,0,2
34,89544,21,1207716,3,-13,0,2
362,13762199,1621,1271,3,-1,0,2
3430,72588,23,439,1,-1125,0,2
62,6094,23,962,5,-1,0,2
53,-1411,16,2241,2,-1,0,2
397,0,12,473,1,-1,0,2
3250,2426,26,486,1,-1,0,2
5534,-247,21,871,1,-1,0,2
30,1227,26,1026,3,-1,0,2
25,431,28,1207,1,-1,0,2
5851,854,20,945,3,-1,0,2
32,1528,3,603,2,363,0,2
4301,6761125211904.0,528,63,2,-1,0,2
3068,0,23,953,1,-1,0,2
5851,5654101042262.0,22,678,1,-1,0,2
3524,2728,29,765,3,-1,0,2
27,1648,6,509,3,-1,0,2
4734,15361802,22,494,4,-1,0,2
55,1.18329E+11,19,7094,8,-1,0,2
2908,0,3,734,2,-1,0,2
4534,682,551,12074,1,1,0,2
3540,2570,22,1406,1,-1,0,2
36,816,21,553,1,-1,0,2
3539,2189,13,792,1,-1,0,2
4438,-407,16,472,1,-1,0,2
47,5411904,14,39,1,-1,0,2
5952,991,22,682,1,-1,0,2
2672,1633,4,17062,1,-1,0,2
411926,0,1529,804,4,2262,0,2
6028,0,27,2602152,1,-1,0,2
36,77542,14,1027,528,-1,0,2
5858,127042,18,236,1,-1,0,2
33,268417984,1822,1076,3,0,0,2
3250,0,11,603,1,-191,0,2
6022,1699,20,1730,4,-1,0,2
50,603,576,767,1,-1128,0,2
3820,997,4,879,3,-1,0,2
27,1245,3,562,1,92,2,2
52,1441,7,588,1,-1,0,2
2972,853,6,518,3,-1,0,2
34,7032044,15,568,1,-1,0,2
34,52217762178,1231,602,1,-1,0,2
41,523,16,473,442,-1,0,2
32,0,925,2054,3,-1,0,2
40,2771,28,394,1,0,0,2
30,2071,25,1032,1,92,0,2
3738,2557,22,603,4,-1123,0,2
41,1138,2150,9062,2,-1,0,2
4119498,2443,9,1081,1,-1,0,2
4853,431,19,972,1,-1,0,2
57,3342,14,591,1,-1,0,2
3250,2079042,1571,521,1,-1,0,2
3622,88224042102,902,526,1,-1,0,2
34,18351804,9,539,1,-1,0,2
5878,0,12,2243,1,-1120,0,2
2678,473,6,51852,1,-1,0,2
50,1230,61857,483,1,-1,0,2
3929,89544,27,953,1,-1125,0,2
5830,1744,2,938,1,1,0,2
3622,92667762245,14,588,1,1561,0,2
3057,536,3,1027,4,-1125,0,2
3540,962,8,603,1,-1,0,2
46,104857,19,671,1,-1,0,2
27,85316,8,871,1,-1,0,2
3250,1125,9,873,1,-1125,0,2
3250,2593,18,706,1,-1,0,2
3622,268748,21,878,1,0,0,2
5928,523,16,669,1,-1120,0,2
5726,0,19,1503,1,-1,0,2
29,150,1828,917,1,-1,0,2
394,22,11,551,2,-13,0,2
51,2,25,852,1,195,0,2
5328,98344,29,473,3,-1,0,2
3150,2262,20,1003,1,-1,0,2
5738,1629042249,8,431,3,-1,0,2
3738,721,1472,61806,3472,-1,528,2
2851,5,13,1473,1,-1,0,2
32,1227,22,634,2,-1,0,2
35,6053242,15,5326,1,-1,0,2
3738,2081,15,437,1,0,0,2
4638,658,13,922,2,-1125,0,2
45,3856,29,434,2,-1,0,2
52,1204,13,603,2,577,45904,2
2951,703,1,1276,3,-1120,0,2
4119,17084,10,658,1,-1,0,2
2553,869,1130,2505,1,0,0,2
36,13634518081704.0,14,531,3,-1,0,2
6250,0,21,200,1,-1,0,2
40,442,1230,7062,1,51857,0,2
4260,4450,19,1094,5,1,0,2
362,1165,3,933,4,-1,0,2
5220,7,29,917,3,-1,0,2
32,8511904,28,1402,5,-13,0,2
2857,82543,1730,15848,1,-1,0,2
34,267871757,23,232,1,370,0,2
56,12821804,5,829,4,-1,0,2
5738,0,12,1321,1,-1125,0,2
30,5321772,27,1296,1,183,4761,2
42,2557,21,8,6094,-1,0,2
382,446,11,1568,3,-1120,0,2
4438,763,26,949,3,-1125,0,2
394,438,11,604,3,113,0,2
45,0,7,882,2,-1,0,2
33,-817,1066,890,3446,-1,0,2
37,5851,9,1027,1,-1,0,2
2471,0,3,862,3,-1,0,2
42,1822,6,185,1,-1,0,2
39,431,2321,803,1,603,0,2
25,5345,20,531,1,-1120,0,2
34,572,21,362,1,-53,0,2
3850,2583211904,20,576,3,-1,0,2
362,4708,4,1406,3,-1,0,2
5150,6054242,121904,567,3472,-1,0,2
3530,519,18,494,1,-1,0,2
3350,123548,3,943,1,-1125,0,2
5745,29,28,1223,1,-1,0,2
35,5210,25,604,1,-3300,0,2
5904,1234,18,2242,1,0,0,2
5645,17082245,13,904,3,-1,0,2
35,4762,23,1222,1,-1,0,2
3528,151101,18,703,1,0,0,2
34,2326,2027,562,1,-1,0,2
4119,1133,22,981,3,-1,0,2
31,47621781772,26,2407,1,-1120,0,2
4726,541,20,853,1,-1,0,2
3434,0,1204,908,1,-1,0,2
26,85432,1541,1230,1,52,0,2
494,2262,526,641,1,-1,0,2
4944,1798,29,532,1,-1120,0,2
53,1944,1138,471,3,-1,0,2
362,2166,14,536,3,-1128,0,2
6068,4657,10,576,3,-1,0,2
3868,644,19,1571,1,-1120,0,2
4633,446231704,28,902,1,-1125,0,2
2840,1165,4,567,1,-1,0,2
37,1057,12,638,1,-1,0,2
53,7061,13,1134,1,-1,0,2
3300,882,3051,2252,3,-1,0,2
3300,4723762178,26,856,1,-1,0,2
30,2150,1161,1027,3472,-37,0,2
5938,4791125,21,6862,1,-1,0,2
4230,0,1326,273,3241,-1,0,2
3324,0,1821,703,1,-1,0,2
44,13634544,4,902,6,-1,0,2
394,2354,19,588,1,-1125,0,2
54,2.62478E+11,11,53869,1,-1,0,2
60,3943,7,2071,1,-1,0,2
34,10311904,1222,838,3,-1,0,2
3250,1167,28,6611948,7,-1125,0,2
3345,2354,526,792,4,92,3342,2
58762132,4311941,28,1346,3,-1,0,2
5565,0,4,1366,1,-1,0,2
42,6.38571776218399e+16,13,5,6,-1,0,2
41,278723,20,582,1,4,1,2
4345,0,5,1181,1,-1120,0,2
3220,7074,23,542,3,-1120,0,2
3400,0,11,1078,1,-1,0,2
40,2037,27,863,1,-1125,0,2
33,686224544,25,2769,3,-1,0,2
3426,282557,21,1749,1,-1,0,2
30,10762152,11,603,1,-1,0,2
25,25761,16,483,1,-1125,565,2
47,23,22,638,1,-1,0,2
41,0,11,261,3352,-1128,0,2
3852,5849,5,431,4,-1120,0,2
