CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,MEDV,CHAS,RAD
88.9762,100.0,0.51929796,0.38507316,4.0376654,2.9007106,12.1265,187.0149,12.944256,349.66837,5.8430843,50.0,1,1
17.006979,0.3136747,27.648619,0.861858,8.07958,68.257324,1.1872222,699.9387,15.53689,291.3331,2.211174,16.232502,0,24
67.49828,0.37370458,27.705877,0.86899465,8.695508,97.884705,1.1413381,710.523,17.398111,76.71794,8.8436775,8.784572,0,24
86.894775,0.20574313,5.2588854,0.74698037,8.631376,99.99396,2.6211133,710.98126,21.951475,0.4354269,37.96537,5.1288185,0,24
15.872034,0.6180322,17.774912,0.7629631,7.6662745,94.25949,1.1879336,637.90424,16.556538,172.73164,19.615913,5.5240536,0,24
9.61804,0.46145543,8.033513,0.539679,5.7498946,95.91504,2.2616653,701.788,20.511307,126.412224,13.312133,5.4672723,0,24
0.3150839,1.6624461,20.723364,0.63171744,4.149683,20.086292,1.3072317,232.59727,13.51644,392.58508,2.0808375,16.275772,0,5
85.64828,0.29576328,15.971357,0.85431826,8.722608,99.99649,1.5044369,710.9095,21.761251,0.43138838,37.961864,5.1588044,0,24
6.490976,80.809715,0.9848362,0.39997667,4.1670213,14.471488,6.7540045,190.67212,15.908518,375.1259,8.704542,22.355946,1,6
87.28873,0.12980884,27.640705,0.870461,8.766652,99.99568,1.2027028,710.99695,20.813229,0.50944346,37.61252,5.3834558,0,24
2.1103911,0.3225693,16.656528,0.61872256,5.402106,83.937164,1.6241444,618.8955,19.898466,276.8814,4.222298,5.92497,0,24
80.18432,0.22593334,27.666357,0.86671484,8.73075,99.9663,1.2084044,710.95184,16.767721,4.4818134,25.136345,5.38414,0,24
1.2381766,6.419967,0.51869357,0.39655995,4.0844917,55.217297,2.0426888,215.05875,21.489689,341.56595,22.431385,7.1468377,0,4
2.87857,0.43822992,26.192482,0.7502391,4.964373,67.01364,1.5571172,665.6339,17.380209,351.9026,2.9235172,7.243886,0,24
11.031793,96.02651,2.1863403,0.38825116,3.8392632,3.6345696,12.018927,188.8876,13.49068,392.44226,4.655287,41.42328,1,4
87.48922,0.18781537,27.293383,0.86836237,8.762492,99.98442,1.1770887,710.9921,20.6832,0.6599553,37.651653,5.239646,0,24
71.23896,0.3947759,27.724186,0.8689112,8.712356,99.0634,1.1489849,710.83105,16.580816,86.69724,5.7359433,6.8850727,0,24
0.6438685,1.5225754,15.322008,0.46040803,4.565434,12.63199,1.4477096,248.06267,17.221966,391.24817,2.3268304,6.8977838,0,24
72.858536,0.42026186,5.2917895,0.8656663,8.694428,99.96158,1.2813754,709.86914,20.133127,0.85134715,37.83155,5.301066,0,24
0.46785673,3.9603102,7.7219176,0.43637428,4.1994004,17.884703,1.5807954,215.2543,13.5338545,392.16882,2.544592,13.83348,0,4
0.47780663,6.96605,2.2984273,0.42605162,4.191336,36.374607,2.7769213,193.87692,14.797847,377.6541,4.257033,6.9918823,0,4
0.41574615,5.7428055,0.93037176,0.39214507,4.077746,28.999044,3.6337223,200.34785,18.945103,382.89197,9.768765,6.429699,0,4
59.913376,0.2061213,3.3220296,0.8610259,8.437891,99.98749,2.072617,710.7122,21.853542,0.95354414,37.93566,5.1752706,0,24
19.923267,0.31093204,24.90039,0.8044543,8.251601,94.3848,1.1579926,670.2182,16.55689,171.05377,7.113228,5.630477,0,24
0.30663604,18.835045,4.9460692,0.4385543,3.767998,6.776978,2.9882722,200.16151,16.71769,386.4428,3.2270095,21.756378,0,5
0.14210594,6.34592,6.7884574,0.44651508,3.637752,7.8275843,3.5776913,213.58228,18.652828,391.5036,3.8389606,11.971201,0,5
88.830826,0.2084001,27.733746,0.87095994,8.779327,99.99788,1.1524628,710.99963,20.589867,0.37214562,37.911114,6.1487603,0,24
47.12768,0.18271148,16.61571,0.8065043,8.514007,99.81319,1.1879747,707.73035,21.10137,19.3278,36.185436,5.300191,0,24
0.28475454,97.321754,12.872734,0.76622635,4.002238,2.9153028,8.527769,187.1177,12.847604,389.85458,5.8192596,49.988903,1,5
2.4420989,99.45448,3.471643,0.41416413,3.6489608,3.0961268,9.29611,187.40181,14.881035,389.32333,4.2928123,49.526188,1,5
0.52899426,2.107338,26.786634,0.81602037,5.585645,7.24831,1.3584394,227.41644,13.107554,389.50708,2.1308923,26.549103,0,5
87.83318,0.09344968,27.603085,0.86840504,8.755245,99.9947,1.2024758,710.9991,21.631706,0.46413347,37.825993,5.1389046,0,24
19.426083,0.767832,9.517558,0.7279792,7.434187,97.54648,1.3328449,449.6434,15.3197,89.59743,26.607176,5.496886,0,24
82.38874,0.14167818,23.067238,0.8311147,8.677168,99.99008,1.8094887,710.98615,21.859173,0.6526709,37.90068,5.079481,0,24
18.177946,99.99053,3.884469,0.4151312,3.7641852,2.9639463,12.034336,187.52689,13.3036375,379.81274,3.5877254,49.96169,1,6
88.97604,100.0,0.47118098,0.3850048,3.8498368,2.9981966,12.1265,187.09695,20.924715,377.1436,11.485323,49.994583,1,1
20.776007,0.49221134,27.323526,0.84002227,7.948867,79.111664,1.1976767,702.11,18.438097,207.65886,2.8203416,7.8179655,0,24
87.758385,0.18607149,27.705778,0.86961395,8.768351,99.99054,1.1942421,710.99805,20.842148,1.1298302,37.123764,5.2679253,0,24
22.779291,0.823011,0.4753462,0.40212658,5.888746,99.84315,2.1612256,633.8821,21.965612,21.994059,37.860256,5.171351,0,24
88.89888,100.0,23.52624,0.43131724,3.7121725,2.9000423,12.126498,187.01549,12.613555,371.30142,9.655502,50.0,1,1
76.906395,0.30550227,27.15267,0.8679741,8.732367,99.75822,1.1976746,710.7632,18.405598,7.90994,30.148186,6.045454,0,24
0.13805197,21.649395,0.85198796,0.39181626,3.6619284,6.5555243,6.771485,189.01617,18.240517,393.7567,5.2304435,21.615414,0,4
0.109822296,20.100616,27.218624,0.82946765,3.8122783,3.23216,3.2934916,191.85855,12.803689,394.75662,2.063812,49.718506,0,5
4.166037,0.48902574,17.720627,0.4602277,5.8709598,80.76205,1.3343835,491.73538,14.51178,368.83643,2.3169858,5.225887,0,24
0.18526001,3.21156,23.373941,0.6710848,3.911726,7.7840524,1.5949028,204.42351,14.3566885,392.08395,2.454753,30.743616,0,5
1.1420492,98.779045,16.062477,0.6402943,3.6375623,3.0422227,11.08806,187.71263,12.965223,387.35272,4.1318035,49.947598,1,5
0.21687743,53.11277,22.9113,0.7168581,3.7792854,3.0591824,3.9403195,188.34424,12.856817,393.75656,2.455523,49.634098,1,5
56.840416,0.35691097,27.478577,0.8560289,8.580413,98.9288,1.1868651,710.1966,17.242264,57.607704,8.807927,5.477148,0,24
19.550915,99.99996,16.129126,0.5964545,3.5812912,2.900291,12.12579,187.0175,12.712737,387.471,6.3930855,50.0,1,5
1.5567863,0.62655574,22.823029,0.8548344,6.3336253,65.21224,1.2251796,504.03616,15.623267,294.2545,4.8767486,7.598759,0,24
4.143417,1.1327763,0.891114,0.38864905,4.4204903,91.937126,9.173619,489.61353,16.10064,340.70444,4.158834,5.1179557,0,4
88.97616,100.0,5.7711787,0.38630816,3.7019212,2.900161,12.1265,187.0125,12.618383,325.3983,7.811043,50.0,1,1
87.934814,0.0890544,26.417551,0.8692101,8.773712,99.99949,1.1878873,710.9977,21.787355,0.34874904,37.96871,5.0970726,0,24
0.15161338,2.228895,9.4403,0.6590276,4.117736,13.593023,1.3387786,202.28868,15.748763,389.2327,2.895974,14.704815,0,5
5.3338795,1.5797005,24.483635,0.7838652,5.4683056,66.93503,1.2179888,528.19415,16.318172,321.23752,6.9246917,11.307979,0,24
0.1786398,22.820204,25.688501,0.8344436,4.4532685,3.3761632,3.2956378,194.20695,12.704524,393.67798,2.1267605,49.72568,0,5
21.53474,99.9802,0.8918746,0.40430108,3.761236,3.070419,12.09336,187.23843,19.746376,382.93295,9.525339,49.28742,1,1
88.74292,99.99996,0.576185,0.38592678,3.9903727,3.0109012,12.126473,187.16232,13.928668,360.9044,6.5163665,49.99038,1,1
0.54177654,0.146414,4.9820533,0.4168331,5.8495164,80.38317,1.4220529,210.31624,13.645459,388.06445,3.0006502,5.2345304,0,4
42.06003,1.6313447,21.693819,0.8268625,8.040653,98.11614,1.5764843,681.5453,18.911737,33.38356,35.040947,5.3406396,0,24
3.1892982,0.39047772,1.9229962,0.41337594,5.052163,96.78401,1.4728942,533.1925,20.97418,242.38797,20.753906,5.1570125,0,24
0.20406474,5.593068,10.807906,0.48782927,4.0318274,6.0615845,1.5636117,194.81067,13.661529,393.01855,2.5358384,14.514189,0,5
88.907974,0.11267548,27.73975,0.87099797,8.779588,99.99536,1.1333947,710.99994,20.938963,0.4308909,37.14178,13.258879,0,24
17.834576,0.6157878,26.733904,0.81245184,6.874353,92.60248,1.2771218,700.53577,19.743845,215.79091,3.771261,6.296481,0,24
0.71086293,0.9624049,5.8075633,0.5065419,4.2814403,51.005695,1.658173,261.56915,16.178658,357.01373,3.0448842,10.508376,0,24
17.201487,99.90101,2.2094367,0.41636172,3.688132,2.9749587,12.103456,187.39256,12.822402,392.78482,4.922725,49.722206,1,5
0.37506807,76.2413,23.35397,0.6586235,4.140267,3.3549137,5.597557,188.93088,12.671691,394.32794,3.0853457,49.29413,1,5
0.42266077,23.848232,13.703569,0.54896253,4.0512652,4.3670735,4.801633,191.73154,12.921526,386.32852,2.4482937,45.60062,0,5
88.84967,0.45864037,27.739708,0.8709972,8.77691,99.969406,1.1397759,710.99963,19.997757,0.6081494,37.340294,19.8413,0,24
0.107133634,1.9154906,1.878115,0.4001255,3.725637,28.732471,3.2482967,198.92955,17.093102,394.0655,3.0841885,6.4231343,0,4
0.46449363,97.0786,18.274221,0.77310723,4.2741847,2.9353402,10.61507,187.16618,12.876723,386.5991,4.5492425,49.97183,1,5
1.1980002,0.5340324,5.1629233,0.6203905,6.52939,58.342964,1.2476082,241.96057,14.5599,333.51114,4.818314,7.0377803,0,24
71.463196,0.65965986,27.729315,0.86331236,8.487736,98.15729,1.1842328,710.60254,20.13967,49.83468,15.080969,6.0328784,0,24
42.843925,0.6241431,27.092346,0.86535245,8.5447855,91.06385,1.2664956,703.2084,15.556522,100.03495,9.32125,9.14772,0,24
2.0210512,1.5439028,20.205065,0.7722599,4.6501455,32.184784,2.308801,409.328,16.131208,327.91348,6.301107,12.54312,0,24
32.99531,0.3725264,27.661922,0.8459499,8.472358,88.14568,1.1462181,708.2466,18.650665,254.96709,3.2160664,9.259134,0,24
42.138145,98.778755,1.1480414,0.38648742,3.8031547,5.7328644,11.961522,187.53537,15.027854,385.85416,4.3384013,37.074455,1,4
17.126781,1.1801577,1.1925372,0.40039805,6.234572,98.407234,7.3161526,681.7225,20.86435,143.67682,32.804718,5.398628,0,24
10.879347,0.50228727,2.7515907,0.6173577,7.1548786,95.065155,1.3580443,628.79553,20.194288,94.80392,27.093817,5.3435836,0,24
49.922447,98.77581,0.745777,0.388203,4.1340303,4.427971,11.596096,188.44861,15.375261,391.32013,2.9715858,37.745747,1,4
62.037674,0.20922837,3.6043525,0.8117856,8.56791,99.98404,1.3069185,710.76056,21.960245,0.75223964,37.960552,5.104342,0,24
0.5172018,1.2704842,19.762417,0.6303684,5.16935,23.366055,1.5706472,212.13936,12.681705,389.14383,2.1286907,19.747335,0,4
3.1396034,99.71955,21.128496,0.60378724,3.8875856,2.9263632,11.906877,187.66255,12.644212,391.11032,3.487898,49.99522,1,5
66.84535,0.54452837,9.711973,0.763454,8.52791,99.96466,1.2688977,710.5316,21.937548,2.8619494,37.86076,5.0994387,0,24
0.55305356,6.9021025,1.0620885,0.46339375,4.27091,69.82428,1.3918732,196.16043,18.44739,336.7849,18.01495,7.992223,0,4
72.619484,0.07960868,7.1515975,0.8179619,8.677871,99.98413,1.7577102,710.8247,21.807379,1.5380571,37.744503,5.1447926,0,24
2.9633636,74.04414,2.5230534,0.42301065,3.9468713,7.402068,10.220115,188.80371,13.972299,388.72437,2.9698262,37.335,1,4
0.26845655,25.359869,11.449535,0.5130791,4.0188165,3.8838174,7.724267,190.22614,13.363417,385.23016,3.0869148,46.652615,0,5
0.90172356,1.4613341,18.178219,0.6559709,4.7529063,35.18534,1.203391,231.58018,13.807317,380.47272,3.4795415,9.500947,0,24
6.9685783,0.8375276,8.579708,0.71967596,6.281824,90.018135,1.6941282,527.3906,16.604694,88.0058,10.976997,5.8874393,0,24
32.863453,0.33996803,22.141632,0.75176644,8.189006,99.62304,1.1644483,709.78436,18.911268,67.59357,17.616182,5.412247,0,24
6.678746,0.41993734,26.601997,0.6486203,7.8597364,90.04467,1.170529,672.20526,14.368772,328.84464,2.3893142,5.859918,0,24
0.1586909,3.2611911,26.404284,0.809384,3.853084,5.0446033,1.2669139,246.77322,16.500538,392.9441,2.1607451,43.13493,0,5
7.0786514,0.6772422,2.2281153,0.7475432,5.442523,74.055115,2.5904346,451.15826,19.650908,136.63632,15.420698,6.6274967,0,24
39.39896,0.45420974,19.419315,0.769143,7.4311943,99.48729,1.6087551,709.76416,18.167416,32.441498,31.460918,5.476218,0,24
16.666893,0.34957927,27.330797,0.79446864,7.868718,91.172554,1.163122,676.86,14.834639,336.40207,2.2644026,6.3655186,0,24
0.34869364,90.83699,6.3816,0.4383492,3.7230518,3.0648756,9.8165865,188.24196,13.0825,394.554,3.9921672,49.63925,1,5
86.55408,0.1358185,25.969297,0.86904806,8.762632,99.99532,1.2010574,710.9925,21.403582,0.3840627,37.94143,5.6108375,0,24
4.415245,82.99611,0.6757799,0.38565412,3.6027038,8.017154,10.551795,189.17847,16.793228,390.6562,4.1166654,19.64685,1,4
56.53225,0.3049999,25.82213,0.8420045,8.436676,99.80319,1.2067496,710.66956,18.690525,19.809908,26.12602,5.3119497,0,24
85.250626,0.109380856,20.541496,0.8644736,8.752102,99.99837,1.2800074,710.98773,21.629017,0.38263464,37.958496,5.14937,0,24
3.4377344,7.4322753,1.0657406,0.413967,5.458881,71.91519,2.5024312,204.9325,13.980225,366.13046,6.243421,6.7888384,0,4
3.4235823,99.79718,13.444568,0.47661558,3.808883,2.9250748,12.064142,187.48517,12.850563,385.8418,3.3788059,49.99058,1,5
9.0112,1.3326358,11.589191,0.70374423,7.1314125,58.09291,1.2911756,487.8009,16.352457,195.54504,7.0897593,5.747346,0,24
2.2352693,0.8944796,0.5394205,0.39221227,4.225781,86.79714,2.6971266,282.40012,21.206142,342.37747,7.1587806,5.312471,0,4
88.60147,0.14966597,27.715693,0.870823,8.771057,99.99302,1.226316,710.9998,21.654821,0.35600102,37.87396,5.6717644,0,24
82.405594,0.18048975,26.268532,0.86209506,8.754273,99.91378,1.161793,710.7949,20.986345,1.5391595,37.035675,5.3591566,0,24
0.52854747,2.6098018,1.1350756,0.40340587,4.0206485,43.595303,5.4633536,209.0961,15.239511,379.5731,4.701942,7.1919713,0,4
88.928894,0.09021436,27.73718,0.8709946,8.779348,99.99986,1.1529106,711.0,21.805332,0.32178417,37.969402,5.5334077,0,24
0.1683354,1.8474298,2.8450446,0.40360582,3.9818013,39.0291,1.1978368,195.2676,15.366497,390.5061,3.4863365,7.1110945,0,24
76.46928,0.11300364,5.8027177,0.76016355,8.541041,99.9945,4.5828886,710.89655,21.450071,0.6289479,37.780712,5.1232405,0,24
37.829254,0.6183023,27.463408,0.78048176,8.192261,98.002106,1.1752197,704.6844,13.7654705,161.15796,3.7649374,5.2567534,0,24
0.29685953,25.293642,10.628878,0.4279163,3.658187,4.539667,7.7359366,190.43826,13.487466,393.04428,3.5667593,32.65504,0,5
14.248496,1.1926069,1.5615438,0.4684095,7.2783785,98.26861,1.8738585,515.45886,20.738182,93.65755,36.43501,5.1518483,0,24
24.681774,0.20708722,9.157343,0.75686216,8.156546,99.69574,1.2859988,708.9907,21.269524,16.012766,33.555004,5.3042164,0,24
74.75724,0.261052,27.313465,0.8639348,8.698292,99.81485,1.2201117,710.79065,20.623083,8.479787,28.946136,5.349515,0,24
88.97545,100.0,12.650939,0.38859287,3.8281324,2.9000182,12.1265,187.0056,12.624712,299.26776,12.83573,50.0,1,1
35.30141,0.64033204,25.46085,0.7929183,8.536604,94.02881,1.1784011,659.20087,14.659597,144.72362,7.666587,6.000795,0,24
0.22128619,7.7179403,15.7796955,0.75579625,3.8270247,8.216528,1.6926067,213.3639,14.02686,383.92603,3.3027685,35.02955,0,5
0.49799424,98.52258,1.5066782,0.41745844,3.5661366,3.2341664,11.164179,189.53244,20.30043,393.75113,7.9137545,49.93617,1,5
0.1154953,1.7396959,9.650944,0.45888668,3.664556,13.260907,1.895047,204.26717,18.177176,390.78558,2.4955242,9.723529,0,5
0.2761301,28.245079,6.164317,0.6705104,3.6775017,5.786431,2.3365278,191.46455,13.956836,390.13437,3.2491236,39.10166,0,5
0.2686907,8.135388,19.352102,0.48570916,3.968828,5.360628,1.672061,194.3127,13.030497,394.58606,2.3071845,21.002275,0,5
25.554405,99.946945,4.2882357,0.40304685,3.6532838,2.9255664,12.043179,187.293,16.298403,392.06726,6.345972,49.901867,1,5
0.07835005,22.993488,25.85545,0.8262801,3.7998738,3.0825646,3.4319928,189.07574,13.071161,394.55573,2.2026274,49.80987,0,5
4.2257166,27.78102,0.5871863,0.40647075,6.1070538,33.057423,4.8411407,199.1972,14.667864,313.16687,15.853406,8.81018,0,4
0.33129752,1.3346637,24.577135,0.79040253,4.841429,13.0166025,1.2515357,226.11386,13.973389,390.42722,2.7006323,10.56727,0,5
5.6048527,0.4464964,6.405852,0.55281544,7.1725545,99.371864,1.6260942,691.71313,21.465706,71.42765,29.108639,5.135766,0,24
1.3272339,7.7880135,0.7726058,0.39222115,3.892599,61.231354,3.2716448,224.58932,18.61386,365.55325,10.309142,5.94305,0,4
12.19988,0.6596811,3.629011,0.528648,7.5807266,98.46483,1.209796,531.7753,18.614897,93.673256,28.518639,5.391614,0,24
55.008694,0.17487061,12.342169,0.8375154,8.570304,99.735,1.1754216,709.773,21.59466,5.4234962,37.400024,5.3619876,0,24
18.552721,96.14185,0.72558063,0.38816902,3.7057233,8.548786,11.851395,187.65651,13.800568,384.1109,5.4069166,36.14048,1,4
3.5110273,1.5122155,27.421337,0.84218955,7.575733,31.23287,1.1491556,485.03146,13.47895,366.01822,2.2116194,32.686703,0,5
8.063653,0.5214152,22.736292,0.77747655,6.9688535,85.6707,1.2777027,657.8806,13.653323,250.59161,3.6946425,6.616581,0,24
88.788216,100.0,1.0689034,0.38528484,3.5952005,2.9072385,12.126498,187.09558,15.954552,385.202,9.537512,49.985542,1,1
68.818436,0.19212261,26.707233,0.8091365,8.381078,99.90811,1.2654895,710.9037,21.105673,6.2509904,35.748714,5.2837596,0,24
88.74026,0.09592436,27.725863,0.8707195,8.77608,99.99877,1.1402208,710.99976,21.476448,0.4437723,37.69917,5.4844,0,24
13.439249,0.7338084,21.411608,0.84903973,7.7453814,94.64159,1.2470202,647.9853,17.600435,121.934135,14.44351,6.276186,0,24
0.090100855,2.0452147,27.054651,0.8511115,4.068837,4.8514485,1.4714296,206.43912,13.452699,394.7967,2.2257533,46.183437,0,5
83.11596,0.2319461,26.201618,0.8706204,8.742305,99.96221,1.2407553,710.9566,20.594582,0.7824568,37.36045,5.8756585,0,24
0.69822,12.011184,1.0032054,0.41632292,3.738865,24.601059,1.526677,229.42458,17.9735,377.78622,3.4139552,13.57101,0,6
2.0772839,56.385906,2.50396,0.39192715,3.7376244,6.219096,9.510648,190.37027,14.06845,392.40872,2.674537,21.445618,1,4
40.26957,99.97829,18.105503,0.4706988,3.715664,2.9091735,12.115005,187.165,13.128327,383.81946,5.459674,49.992733,1,5
5.724544,1.3142263,15.5018425,0.7210072,5.904812,79.44936,1.4261237,610.213,18.086151,215.07101,8.067555,8.023795,0,24
78.8068,0.13316725,9.873112,0.7917439,8.544488,99.99407,1.383575,710.9906,21.98463,0.496667,37.958862,5.136107,0,24
0.97134125,3.8610365,22.568008,0.6222162,4.5158186,8.597377,1.3539478,216.30194,14.726376,386.86462,2.380235,13.6217165,0,24
6.47611,1.9521378,21.146418,0.6072786,4.3378263,84.3542,1.2137135,646.9033,18.902136,311.24515,6.9338784,6.8515334,0,24
7.701205,0.97130656,7.8332806,0.5509968,5.9559903,98.53761,1.455824,619.3898,17.85821,161.23065,12.527173,5.22618,0,24
88.97608,0.044300158,27.739168,0.8709999,8.779995,100.0,1.192623,711.0,21.991943,0.320001,37.97,5.197338,0,24
48.81861,0.28145352,23.536873,0.819318,8.653841,99.24878,1.155812,706.63654,18.062338,26.26104,26.376205,5.358746,0,24
59.09241,99.8779,2.2546823,0.38999942,4.6807675,3.4624126,11.89546,187.4158,12.978638,379.6203,4.4486666,49.31331,1,4
6.4051485,1.206775,0.8170407,0.4466362,5.9412217,92.5997,2.7248402,227.09677,17.683605,172.93144,25.505142,5.360242,0,4
0.22408806,48.24414,1.8385854,0.49347976,4.1276484,4.042432,8.4012165,187.9756,15.99984,390.4161,5.263341,28.02084,0,5
0.76160735,11.601271,0.8317309,0.38634425,3.6871343,41.27269,5.16941,205.9617,17.830652,390.4131,5.0642796,9.996365,0,4
0.18814611,2.4848814,25.153868,0.70238584,4.3894534,5.8780794,1.2499003,202.36716,13.569422,393.7568,2.2202582,30.371372,0,5
85.9659,0.31872705,27.698751,0.86943007,8.7158165,99.93364,1.2627379,710.9908,20.893543,1.4495327,35.746918,5.5300765,0,24
32.38337,0.960428,27.626377,0.8596449,7.721851,96.65222,1.552723,709.4591,14.689509,165.95282,4.0776563,8.573853,0,24
15.927661,0.843569,26.745426,0.8613804,7.3649144,85.34725,1.1942375,704.0493,19.894897,174.71829,8.694888,9.219914,0,24
88.97619,100.0,0.54794437,0.38503757,3.7437065,2.903702,12.1265,187.01404,14.157805,353.4857,12.4003525,49.999977,1,1
7.377195,0.8436428,27.5491,0.8448248,6.113065,75.48191,1.2250096,684.62494,16.159899,294.0527,8.184363,8.040472,0,24
88.60244,0.23915274,27.430197,0.87091887,8.776768,99.99743,1.192846,710.99896,21.748922,0.33214277,37.965122,5.512245,0,24
15.114879,0.360688,19.892551,0.81638813,7.6572433,91.92377,1.161731,694.81464,20.034203,125.244225,22.43552,6.911958,0,24
0.09660866,91.29945,14.447504,0.55046904,3.6421566,2.9443004,5.363031,188.02928,13.317952,394.8534,3.6972802,49.82951,1,5
66.82849,99.99856,2.1088793,0.428848,3.6921244,2.9337335,12.120171,187.15176,12.943029,367.56494,5.455688,49.989323,1,1
79.27566,0.10476146,23.585684,0.85680604,8.717599,99.98502,1.1552312,710.9498,21.676762,1.1466513,37.61249,5.2692013,0,24
3.8702126,85.326775,0.5356928,0.38556883,3.6327243,12.209763,9.106523,191.67278,20.266773,383.0118,11.015813,30.016472,0,4
1.9409548,0.8963626,22.225061,0.71321744,6.062102,43.46025,1.2212062,246.09756,13.047873,375.45532,2.1003828,10.384392,0,24
88.97566,0.09112318,27.73962,0.87099975,8.779959,99.999985,1.2013953,711.0,21.987135,0.32002258,37.96999,5.683922,0,24
88.69057,99.99977,0.6063771,0.38526055,3.6982732,2.9724686,12.126496,187.23224,17.11821,379.30362,5.713539,49.89219,1,2
1.3594234,2.160696,1.4244468,0.44315496,4.260994,83.99121,1.3450371,264.65082,14.455057,316.90582,7.8065567,7.6596136,0,24
88.91644,99.99996,0.47745308,0.38517714,3.6488044,3.18832,12.126472,187.1348,18.355911,362.23257,8.892395,49.94922,1,1
88.97619,100.0,0.46923965,0.38501188,3.802684,2.908379,12.1265,187.02316,19.221647,327.7356,18.149532,49.99992,1,1
15.876101,0.619064,1.6939745,0.43731463,6.4254203,99.43089,1.4215245,681.1229,18.257627,96.01593,27.748415,5.099935,0,24
85.10421,0.33098826,27.654055,0.86890596,8.7387,99.93299,1.1659203,710.96747,19.593384,3.0210302,36.699326,5.7172437,0,24
30.299068,99.99144,12.903096,0.54762,3.7941139,2.9056792,12.123955,187.09344,12.739484,391.36545,4.5721855,49.999695,1,5
88.969284,0.05475732,27.705915,0.8709778,8.779604,100.0,1.3788785,711.0,21.995062,0.32008216,37.969997,5.0585184,0,24
0.7167027,98.75195,9.554163,0.47429398,3.617619,3.0378394,10.598767,188.54034,13.121143,393.2794,4.0392947,49.979088,1,5
4.7033663,0.4136892,12.472757,0.71996695,6.825707,94.69361,1.2802773,507.00717,15.698354,231.94539,10.320139,5.2959647,0,24
0.82943684,1.3038021,1.4021916,0.4318949,4.700152,63.718166,3.7040093,245.48827,19.297678,345.1843,10.469093,5.622684,0,4
12.065148,1.3026589,26.970995,0.8546445,7.431385,56.089287,1.1952065,615.693,13.86983,317.8238,2.5267673,14.763635,0,24
6.348988,0.65214515,27.723343,0.87014854,8.370491,56.926968,1.1382574,660.7519,12.8075,365.7747,1.9521987,43.46549,0,24
1.5307186,99.74187,22.16932,0.7503526,3.9982414,2.9251819,12.018908,187.61151,12.621979,391.56647,2.996444,49.99947,1,5
0.031424213,24.154387,27.605549,0.8699599,5.5638647,2.9258492,1.6336867,187.57454,12.624866,396.19025,2.0940952,49.998802,0,5
0.32889247,1.7923093,25.355036,0.7143061,5.0023227,14.066048,1.1781318,224.72444,12.917125,392.60867,2.0456195,24.976887,0,5
65.10132,0.26889265,16.000221,0.7029568,8.615092,99.769806,1.1946172,707.5107,19.749952,9.259173,36.64941,5.114485,0,24
80.08416,99.999535,2.7051773,0.389273,4.1947236,2.9198525,12.125104,187.18947,12.864816,389.53152,9.528669,49.99721,1,2
0.19940186,3.5454683,1.7453265,0.56310314,3.9871755,14.365752,2.2594442,193.54913,15.273232,383.35873,2.9597828,16.351685,0,5
12.921576,98.949066,8.678889,0.4076902,3.8653924,3.118212,10.393423,189.10445,12.981272,390.78754,3.4428477,49.382133,1,4
85.889824,0.1286798,27.64967,0.87041235,8.761013,99.99114,1.2360857,710.9948,21.252,0.5366492,37.774963,5.1838245,0,24
36.292202,0.24540515,4.7520432,0.7609493,8.439376,99.9344,1.5736789,707.07715,21.366838,3.5646439,37.641792,5.2296796,0,24
88.97615,100.0,1.2480056,0.3856339,3.7715666,2.9011786,12.1265,187.02036,13.896452,256.97903,13.024662,50.0,1,1
88.96642,0.086346924,27.710121,0.8709927,8.779744,99.99998,1.1819932,711.0,21.969366,0.3201141,37.969975,5.249815,0,24
2.8476706,1.0723345,25.87846,0.57230055,5.9455557,54.526028,1.415377,442.47223,13.711896,366.27347,2.3756661,6.3302307,0,24
88.70458,100.0,9.37469,0.4801177,3.772166,2.9001381,12.126498,187.00964,12.63726,368.32748,8.625006,50.0,1,1
5.06376,0.8012793,26.408897,0.8183261,6.3084855,76.921036,1.1786437,657.264,15.930015,338.15646,2.954705,8.402844,0,24
88.03562,0.20750694,27.396584,0.8701239,8.7709255,99.997765,1.3443401,710.99774,21.819075,0.34404865,37.960934,5.209276,0,24
3.2156453,1.1325376,27.728756,0.8695673,8.208554,15.514274,1.1412802,427.68353,12.703494,389.08997,1.857012,42.88263,0,5
61.925213,0.50717676,24.306948,0.79523325,8.61767,99.691956,1.1814212,709.73364,21.556786,12.797029,37.003456,5.2247624,0,24
0.57910633,0.6230456,13.447109,0.4725077,3.9471262,22.714664,1.5766628,220.01,15.961215,392.6774,2.104878,8.403125,0,4
86.832245,0.11561139,27.609047,0.87012947,8.766814,99.98483,1.1953706,710.9943,20.255386,0.7798346,37.27019,5.3739753,0,24
88.96939,100.0,0.6491053,0.38509494,3.5852401,2.9499922,12.126498,187.80602,18.427803,351.1505,7.7816105,49.994232,1,1
0.70216703,43.39799,0.8088838,0.39203882,3.844897,15.706301,9.808382,191.1236,15.201015,390.43738,3.5654213,29.232708,1,4
0.53465676,1.0517608,17.792011,0.8054662,5.0889816,9.450203,1.1880661,286.4411,14.239666,376.4857,2.9155393,33.2333,0,5
80.41384,0.45547816,14.247807,0.86820096,8.637054,99.9569,1.3939288,710.4757,21.37319,0.48821312,37.932293,5.7182255,0,24
