V1,V6,V10,V12,V13,V14,V15,Class
36,1363,17,380,3,-1,0,1
40,554,14,302,1,-1,0,1
43,424,8,188,1,-1,0,1
57,489,14,171,1,-1,0,1
39,808,17,214,1,-1,0,1
39,1354,2,353,1,-1,0,1
48,875,21,178,2,-1,0,1
30,1165,9,78,2,-1,0,1
40,748,12,235,1,-1,0,1
25,391,30,252,2,-1,0,1
37,1038,5,398,1,-1,0,1
32,-282,4,114,2,255,1,1
40,430,10,174,1,181,4,1
48,649,18,153,1,-1,0,1
39,1090,7,438,1,-1,0,1
48,476,12,243,1,-1,0,1
49,718,7,375,3,-1,0,1
43,588,16,338,1,-1,0,1
41,736,4,254,1,-1,0,1
41,1159,3,322,1,-1,0,1
43,936,11,244,1,74,8,1
40,914,14,272,1,-1,0,1
37,572,7,230,1,-1,0,1
44,614,2,137,1,139,5,1
44,2848,4,411,1,127,3,1
51,542,22,158,2,-1,0,1
47,91,30,116,1,-1,0,1
43,1191,19,234,1,-1,0,1
65,760,10,75,3,-1,0,1
55,371,5,86,2,-1,0,1
37,627,22,354,1,-1,0,1
33,765,4,187,2,-1,0,1
39,813,3,291,1,-1,0,1
46,654,18,243,1,-1,0,1
43,714,3,176,1,-1,0,1
43,719,4,266,1,-1,0,1
39,1014,13,140,1,-1,0,1
41,1016,7,352,1,-1,0,1
38,1358,3,392,1,-1,0,1
41,710,10,251,1,-1,0,1
43,816,6,309,1,-1,0,1
48,326,29,106,2,1,0,1
32,114,26,294,3,0,0,1
46,1659,20,642,2,-1,0,1
45,453,7,242,1,-1,0,1
44,478,5,234,1,-1,0,1
47,-52,31,262,2,-1,0,1
39,-166,10,133,2,260,2,1
39,166,1,185,1,22,0,1
40,849,14,255,1,-1,0,1
47,1135,21,239,1,-1,0,1
49,494,8,182,1,-1,0,1
58,73,24,155,1,-1,0,1
28,539,29,152,2,-1,0,1
42,1968,24,638,1,-1,0,1
49,684,4,139,1,-1,0,1
44,671,17,328,1,-1,0,1
53,552,19,143,1,-1,0,1
43,508,28,453,1,-1,0,1
52,506,8,195,1,-1,0,1
50,258,25,121,2,-1,0,1
37,666,1,87,1,284,0,1
41,936,17,296,1,-1,0,1
47,496,3,137,1,-1,0,1
40,123,2,94,1,200,3,1
46,810,10,178,1,-1,0,1
36,355,29,292,2,-1,0,1
43,955,6,128,1,-1,0,1
40,640,21,345,1,136,4,1
35,500,4,207,1,-1,0,1
39,252,3,124,1,232,4,1
44,1058,3,144,1,169,1,1
40,1118,7,420,1,-1,0,1
49,615,20,608,2,-1,0,1
43,599,3,208,1,-1,0,1
60,-43,28,43,8,-1,0,1
31,385,25,138,1,-1,0,1
47,937,17,293,1,-1,0,1
47,251,29,118,1,0,0,1
32,128,29,180,2,-1,0,1
35,61,14,81,2,210,5,1
32,1059,3,187,1,270,0,1
43,553,2,125,1,-1,0,1
41,1041,3,218,1,130,10,1
58,361,27,150,2,174,3,1
54,612,20,157,1,-1,0,1
30,296,5,230,1,202,2,1
42,651,23,263,1,-1,0,1
36,522,18,421,1,-1,0,1
47,545,19,146,1,-1,0,1
41,168,21,103,2,176,3,1
53,465,5,146,1,-1,0,1
51,600,29,234,2,-1,0,1
41,664,13,245,1,-1,0,1
54,261,2,82,1,-1,0,1
29,505,18,221,1,-1,0,1
41,610,17,244,1,-1,0,1
45,630,14,170,1,-1,0,1
47,439,3,153,1,0,0,1
31,195,11,73,2,92,2,1
44,905,17,274,1,-1,0,1
43,672,4,288,1,-1,0,1
39,652,25,111,2,-1,0,1
37,622,29,284,1,-1,0,1
36,581,2,133,1,84,2,1
28,266,10,252,1,262,1,1
36,510,19,194,1,-1,0,1
44,839,4,289,1,-1,0,1
42,665,17,184,1,-1,0,1
46,442,22,174,1,-1,0,1
45,451,28,342,1,0,0,1
55,493,23,130,2,-1,0,1
65,445,9,104,2,-1,0,1
46,538,14,203,1,-1,0,1
49,644,19,163,1,-1,0,1
44,556,17,300,1,-1,0,1
32,1023,7,149,3,-1,0,1
58,284,16,84,2,-1,0,1
27,245,8,208,2,20,0,1
36,755,8,119,1,49,2,1
54,1381,25,376,1,-1,0,1
35,2128,15,213,1,-1,0,1
42,439,26,152,2,-1,0,1
41,820,12,237,1,1,0,1
71,582,21,257,3,-1,0,1
40,1333,2,320,1,-1,0,1
29,92,11,195,1,230,3,1
47,489,6,135,1,-1,0,1
34,-116,5,98,1,261,1,1
46,99,7,115,2,187,3,1
38,1561,20,27,1,-1,0,1
48,457,18,208,1,-1,0,1
32,730,4,205,1,280,0,1
34,477,4,631,1,-1,0,1
32,293,30,229,2,-1,0,1
28,594,26,139,2,-1,0,1
42,879,3,304,1,-1,0,1
45,464,15,194,1,-1,0,1
36,579,3,186,1,-1,0,1
43,861,18,144,1,-1,0,1
41,-40,15,101,1,237,1,1
41,252,11,125,1,-1,0,1
39,570,16,309,1,-1,0,1
45,653,5,163,1,-1,0,1
42,421,15,250,1,-1,0,1
38,1341,21,190,1,-1,0,1
51,702,6,145,1,-1,0,1
41,80,31,201,1,-1,0,1
50,417,19,214,1,-1,0,1
27,24,10,138,1,231,1,1
37,810,20,217,1,-1,0,1
43,478,10,206,1,152,4,1
40,1085,6,338,1,-1,0,1
52,862,27,58,3,-1,0,1
48,375,8,149,1,-1,0,1
41,807,7,494,1,-1,0,1
58,397,15,111,2,-1,0,1
38,186,28,200,1,-1,0,1
40,605,22,171,1,-1,0,1
41,661,4,238,1,-1,0,1
70,1322,25,246,2,-1,0,1
33,575,17,208,1,-1,0,1
41,954,7,322,1,119,4,1
38,1222,3,594,1,-1,0,1
44,664,2,125,1,-1,0,1
48,745,9,137,1,-1,0,1
44,522,12,268,1,-1,0,1
41,777,4,264,1,-1,0,1
42,623,17,156,1,-1,0,1
54,608,7,202,1,-1,0,1
51,93,30,188,2,-1,0,1
30,380,6,113,2,198,3,1
36,202,2,189,1,197,2,1
40,817,6,163,1,-1,0,1
41,485,22,295,1,-1,0,1
52,595,12,162,1,-1,0,1
42,519,16,204,1,-1,0,1
44,554,13,247,1,-1,0,1
38,1110,5,401,1,-1,0,1
46,359,28,163,2,-1,0,1
25,52,10,190,1,276,1,1
43,789,8,264,1,-1,0,1
30,495,7,225,1,-1,0,1
47,553,17,187,2,-1,0,1
30,131,8,177,1,242,1,1
51,1203,14,253,1,-1,0,1
46,824,22,350,1,-1,0,1
42,941,5,245,1,-1,0,1
39,662,9,360,1,-1,0,1
38,2077,2,106,1,308,0,1
48,381,15,237,1,-1,0,1
41,1227,23,441,1,102,7,1
47,249,29,161,2,-1,0,1
44,529,8,213,1,-1,0,1
53,931,21,184,1,-1,0,1
45,963,19,203,1,-1,0,1
43,664,6,276,1,-1,0,1
29,-147,4,96,1,250,0,1
56,341,19,154,1,-1,0,1
38,648,28,168,2,-1,0,1
42,274,27,176,2,-1,0,1
58,525,11,104,1,-1,0,1
49,452,3,105,1,-1,0,1
49,648,18,209,1,-1,0,1
67,606,28,103,3,-1,0,1
33,1480,25,681,4,-1,0,1
37,493,14,158,1,-1,0,1
45,509,3,124,1,-1,0,1
35,426,17,154,1,-1,0,1
43,560,17,300,1,-1,0,1
41,316,11,174,1,154,3,1
24,243,5,153,2,189,4,1
41,537,12,200,1,-1,0,1
25,-71,5,169,2,265,3,1
46,606,4,202,1,-1,0,1
47,444,31,332,1,-1,0,1
39,897,16,334,1,-1,0,1
38,955,8,378,1,-1,0,1
51,536,11,114,1,-1,0,1
43,493,9,186,1,-1,0,1
38,1349,2,382,1,-1,0,1
40,783,6,354,1,-1,0,1
40,629,20,153,2,-1,0,1
40,893,11,475,1,-1,0,1
42,437,13,231,1,-1,0,1
41,613,15,291,1,-1,0,1
41,460,20,235,1,-1,0,1
36,269,25,380,1,-1,0,1
45,609,18,264,1,-1,0,1
43,1006,9,149,1,-1,0,1
41,693,12,96,1,-1,0,1
42,919,16,146,1,-1,0,1
35,3,2,177,1,277,1,1
35,282,20,235,2,-1,0,1
27,105,16,237,2,0,0,1
37,1166,6,272,1,-1,0,1
38,1455,1,288,1,-1,0,1
41,847,13,429,1,-1,0,1
41,857,3,450,1,-1,0,1
41,724,7,345,1,-1,0,1
28,312,21,125,2,-1,0,1
35,1597,2,488,1,-1,0,1
41,672,15,216,1,-1,0,1
40,996,2,226,1,-1,0,1
47,1091,15,311,1,-1,0,1
36,761,23,473,4,-1,0,1
27,607,28,264,2,-1,0,1
27,20,18,183,1,233,1,1
39,563,30,127,2,-1,0,1
41,755,7,414,1,-1,0,1
37,335,15,79,2,-1,0,1
50,158,2,79,1,211,3,1
40,661,16,356,1,-1,0,1
37,1028,11,67,4,-1,0,1
46,422,23,255,1,-1,0,1
43,1205,21,108,1,-1,0,1
44,450,1,110,1,1,0,1
45,473,16,183,1,-1,0,1
51,563,9,134,1,-1,0,1
23,392,10,267,2,-1,0,1
37,207,2,82,1,283,1,1
34,741,9,168,1,-1,0,1
44,790,3,241,1,-1,0,1
36,261,31,142,17,-1,0,1
33,939,7,195,1,196,1,1
42,594,17,246,1,-1,0,1
42,513,17,211,1,-1,0,1
46,738,5,87,1,-1,0,1
34,14,28,149,3,173,2,1
42,743,22,470,1,-1,0,1
44,1986,3,136,1,289,0,1
28,492,7,87,2,-1,0,1
32,838,7,113,2,-1,0,1
45,680,7,282,1,-1,0,1
46,575,30,477,1,-1,0,1
25,324,12,186,2,-1,0,1
54,-235,2,71,1,222,2,1
40,1498,1,379,1,-1,0,1
41,1078,17,131,1,-1,0,1
32,191,6,203,1,208,2,1
46,463,3,118,1,-1,0,1
50,498,24,205,1,-1,0,1
43,685,2,158,1,-1,0,1
51,702,13,155,1,-1,0,1
30,579,16,128,1,-1,0,1
56,419,13,122,1,-1,0,1
32,34,2,171,2,234,2,1
39,164,28,173,1,19,0,1
47,795,12,249,1,-1,0,1
51,527,27,169,2,189,2,1
65,154,30,83,2,-1,0,1
46,337,19,167,1,-1,0,1
54,520,11,95,2,-1,0,1
41,888,5,353,1,-1,0,1
29,-211,31,222,1,-1,0,1
42,598,26,192,1,-1,0,1
42,694,10,141,1,-1,0,1
48,711,3,197,1,26,4,1
41,605,15,174,1,-1,0,1
41,882,15,344,1,-1,0,1
52,452,11,116,1,-1,0,1
38,634,4,149,2,-1,0,1
27,949,22,238,2,-1,0,1
70,577,23,116,3,-1,0,1
41,531,19,575,1,-1,0,1
43,981,6,212,1,-1,0,1
45,643,8,163,1,-1,0,1
44,778,6,496,1,-1,0,1
40,235,30,210,2,-1,0,1
39,450,31,174,2,-1,0,1
39,1178,2,342,1,-1,0,1
31,559,11,236,1,-1,0,1
62,513,3,72,1,-1,0,1
39,410,5,293,1,0,0,1
32,291,10,194,4,285,4,1
40,341,25,150,2,-1,0,1
42,1349,19,109,1,-1,0,1
40,301,2,190,1,230,3,1
40,747,9,380,1,-1,0,1
39,468,29,198,2,-1,0,1
55,445,11,130,2,-1,0,1
40,1247,16,256,1,-1,0,1
43,502,8,217,1,-1,0,1
35,270,20,72,3,-1,0,1
33,118,31,305,1,-1,0,1
32,447,30,83,4,0,0,1
42,807,3,210,1,-1,0,1
57,449,10,109,2,-1,0,1
31,541,17,431,2,-1,0,1
44,673,4,370,1,-1,0,1
44,340,20,238,1,-1,0,1
49,339,15,146,1,-1,0,1
50,358,26,220,1,-1,0,1
44,604,13,191,1,-1,0,1
46,485,15,198,1,-1,0,1
49,628,6,237,1,73,6,1
25,170,8,115,2,0,0,1
40,-37,1,107,1,231,1,1
42,947,16,172,1,100,4,1
48,493,17,226,1,-1,0,1
42,525,8,206,1,-1,0,1
43,194,4,82,2,104,2,1
47,647,16,247,1,-1,0,1
30,550,22,401,1,-1,0,1
33,372,13,132,2,-1,0,1
40,973,3,310,1,-1,0,1
53,529,17,173,1,-1,0,1
55,808,13,64,1,-1,0,1
35,-111,10,171,1,231,2,1
35,413,13,209,1,-1,0,1
41,681,5,266,1,-1,0,1
56,378,20,182,1,-1,0,1
40,459,12,209,1,-1,0,1
48,808,14,119,1,-1,0,1
49,918,18,82,2,-1,0,1
45,736,3,157,1,-1,0,1
40,794,10,397,1,-1,0,1
38,604,14,239,1,213,2,1
53,707,2,116,2,-1,0,1
59,575,12,167,1,-1,0,1
31,392,6,224,1,15,0,1
44,333,20,200,1,-1,0,1
59,434,16,86,3,-1,0,1
43,526,6,229,1,-1,0,1
53,239,29,190,2,-1,0,1
34,153,30,185,2,-1,0,1
42,890,2,240,1,-1,0,1
50,457,6,103,2,-1,0,1
67,1024,13,96,2,-1,0,1
47,336,15,150,1,-1,0,1
37,225,4,218,1,265,2,1
29,128,30,147,6,-1,0,1
37,174,2,122,1,74,1,1
40,802,9,467,1,-1,0,1
46,554,13,224,1,-1,0,1
41,991,5,232,1,45,3,1
40,1010,4,355,1,-1,0,1
42,860,17,384,1,-1,0,1
41,1092,18,204,1,-1,0,1
45,430,6,165,1,-1,0,1
32,249,14,147,1,43,1,1
45,164,27,173,1,-1,0,1
34,575,9,248,1,-1,0,1
48,1263,28,407,3,-1,0,1
44,704,31,304,3,-1,0,1
36,1308,28,437,1,-1,0,1
44,883,3,193,1,-1,0,1
42,1222,6,429,1,-1,0,1
62,794,30,70,4,-1,0,1
48,3044,4,108,1,191,0,1
40,421,2,173,2,-1,0,1
38,2183,2,109,1,297,0,1
38,293,23,148,2,-1,0,1
38,1108,21,616,2,-1,0,1
59,-71,30,46,5,-1,0,1
39,350,20,176,1,31,1,1
38,345,1,150,1,202,2,1
28,261,8,148,1,116,2,1
37,1373,4,244,1,-1,0,1
43,265,7,101,1,226,1,1
43,601,7,145,1,-1,0,1
35,733,2,96,1,333,0,1
39,1080,3,405,1,-1,0,1
41,651,9,195,1,-1,0,1
41,840,2,131,1,-1,0,1
47,992,20,211,1,-1,0,1
35,-144,27,49,3,8,0,1
41,422,4,212,1,-1,0,1
33,221,15,33,8,-1,0,1
66,678,3,97,2,-1,0,1
32,442,5,66,1,264,0,1
44,740,18,124,1,-1,0,1
43,695,4,386,1,-1,0,1
41,561,17,127,1,-1,0,1
48,506,16,200,1,-1,0,1
41,795,10,324,1,-1,0,1
34,647,23,241,2,-1,0,1
41,1409,20,90,1,-1,0,1
41,234,30,343,1,12,0,1
43,1047,2,173,1,73,6,1
35,1266,2,226,1,246,1,1
54,644,9,164,1,-1,0,1
48,407,8,289,1,-1,0,1
45,519,3,187,1,-1,0,1
75,423,12,71,2,-1,0,1
46,301,31,275,1,-1,0,1
44,693,12,234,1,4,0,1
56,244,13,165,1,-1,0,1
53,595,10,217,1,-1,0,1
54,470,13,122,1,-1,0,1
44,696,8,132,1,-1,0,1
59,364,17,133,1,-1,0,1
23,196,4,238,2,156,3,1
42,1177,8,324,1,-1,0,1
36,338,15,180,1,178,3,1
40,634,18,339,1,-1,0,1
42,2392,3,678,1,88,10,1
36,1190,4,266,1,-1,0,1
40,595,9,217,1,-1,0,1
49,460,6,177,1,-1,0,1
34,405,9,194,1,-1,0,1
46,580,7,203,1,72,6,1
42,576,12,233,1,-1,0,1
56,423,12,82,3,233,2,1
39,517,23,423,2,-1,0,1
43,455,14,272,1,-1,0,1
45,839,21,215,1,-1,0,1
52,496,2,85,1,16,0,1
54,510,11,188,1,-1,0,1
41,1102,3,494,1,-1,0,1
37,1196,9,826,1,-1,0,1
43,509,24,240,1,-1,0,1
56,260,20,142,1,-1,0,1
54,583,18,161,1,-1,0,1
59,301,9,80,1,-1,0,1
40,567,5,182,1,-1,0,1
62,118,30,229,1,-1,0,1
39,353,26,311,1,-1,0,1
49,255,28,110,1,-1,0,1
39,1024,14,417,1,-1,0,1
45,606,18,213,1,-1,0,1
40,898,5,228,1,-1,0,1
44,472,5,277,1,-1,0,1
34,330,13,96,2,243,1,1
43,745,4,264,1,-1,0,1
37,211,13,136,2,3,0,1
52,329,14,235,1,-1,0,1
32,330,20,124,2,7,0,1
41,924,3,258,1,-1,0,1
34,1555,12,677,1,-1,0,1
57,473,4,97,1,-1,0,1
44,704,6,74,1,215,1,1
46,683,17,172,1,-1,0,1
26,809,8,164,2,-1,0,1
38,385,9,146,1,-1,0,1
50,417,29,162,1,-1,0,1
52,582,10,134,1,-1,0,1
40,833,15,193,1,-1,0,1
51,1012,19,110,2,-1,0,1
53,447,8,98,2,-1,0,1
54,520,11,141,1,-1,0,1
41,958,10,281,1,-1,0,1
42,461,24,276,1,-1,0,1
29,299,8,164,1,-1,0,1
26,856,17,125,2,-1,0,1
46,645,11,268,1,-1,0,1
46,705,19,213,1,-1,0,1
55,479,12,212,1,-1,0,1
26,677,23,122,2,-1,0,1
29,415,17,265,1,-1,0,1
43,685,18,245,1,-1,0,1
41,549,17,229,1,-1,0,1
42,940,2,226,1,-1,0,1
34,252,5,119,1,-1,0,1
39,534,4,236,1,-1,0,1
43,694,5,338,1,-1,0,1
40,383,18,346,2,-1,0,1
34,343,25,172,1,-1,0,1
37,1489,4,160,1,156,4,1
56,888,8,85,2,-1,0,1
40,528,18,263,1,-1,0,1
41,7,30,86,2,-1,0,1
45,603,30,455,1,-1,0,1
43,403,19,188,1,-1,0,1
41,-26,4,101,1,284,1,1
47,663,19,173,2,-1,0,1
34,175,16,92,2,-1,0,1
46,464,3,210,1,-1,0,1
48,1028,18,204,2,-1,0,1
55,350,10,190,1,-1,0,1
47,427,7,274,1,-1,0,1
42,1365,7,249,1,-1,0,1
41,598,17,286,1,-1,0,1
52,626,20,380,1,-1,0,1
28,681,23,346,3,-1,0,1
32,547,10,350,1,-1,0,1
63,260,28,148,3,-1,0,1
46,275,30,337,2,-1,0,1
50,361,3,100,1,-1,0,1
40,757,15,240,1,-1,0,1
48,504,17,284,1,-1,0,1
54,405,19,116,1,-1,0,1
40,486,27,167,1,-1,0,1
42,896,9,156,1,162,2,1
29,747,28,181,2,-1,0,1
54,486,8,99,2,-1,0,1
39,1364,3,286,1,-1,0,1
37,-73,12,81,2,229,3,1
35,128,29,160,2,-1,0,1
37,625,4,107,2,-1,0,1
38,1312,25,759,5,-1,0,1
41,851,4,346,1,-1,0,1
56,1387,23,423,3,-1,0,1
38,1029,2,223,1,-1,0,1
47,539,14,236,1,-1,0,1
36,341,11,168,1,149,2,1
41,213,31,276,2,-1,0,1
29,-218,3,153,1,310,1,1
35,588,2,213,1,-1,0,1
42,754,28,366,1,-1,0,1
39,814,13,246,1,-1,0,1
50,247,5,75,2,-1,0,1
28,763,20,301,2,-1,0,1
54,455,22,453,1,-1,0,1
39,1599,21,68,1,-1,0,1
49,614,18,162,1,-1,0,1
44,519,12,170,1,-1,0,1
42,1148,5,246,1,-1,0,1
41,667,10,324,1,-1,0,1
42,718,24,344,1,-1,0,1
42,516,12,218,1,-1,0,1
41,867,5,225,1,-1,0,1
38,901,8,240,1,140,2,1
36,967,25,404,2,-1,0,1
44,812,1,243,1,-1,0,1
41,658,6,256,1,-1,0,1
39,1227,2,178,1,-1,0,1
58,610,6,59,2,-1,0,1
43,791,3,195,1,-1,0,1
38,771,10,331,1,-1,0,1
40,592,20,170,1,-1,0,1
52,647,10,612,1,-1,0,1
41,295,12,185,1,197,3,1
59,703,3,120,2,-1,0,1
42,510,8,145,2,73,2,1
30,198,29,225,2,-1,0,1
41,669,15,464,1,-1,0,1
58,370,17,134,1,-1,0,1
43,319,28,267,1,-1,0,1
43,900,8,257,1,107,8,1
40,634,13,411,1,-1,0,1
28,-80,12,164,2,269,3,1
30,384,6,152,2,-1,0,1
46,750,11,166,1,-1,0,1
41,671,21,168,2,-1,0,1
44,574,3,115,1,-1,0,1
39,971,4,257,1,-1,0,1
72,692,11,143,3,-1,0,1
40,823,15,275,1,-1,0,1
58,-103,31,125,2,-1,0,1
43,1163,2,295,1,-1,0,1
33,407,19,275,1,-1,0,1
36,699,5,98,2,-1,0,1
42,1267,4,391,1,-1,0,1
55,618,6,119,2,-1,0,1
47,284,17,87,2,76,2,1
39,31,30,122,3,-1,0,1
61,862,2,99,3,-1,0,1
30,936,21,555,2,-1,0,1
38,497,7,149,1,-1,0,1
42,462,10,234,1,-1,0,1
44,300,18,175,1,-1,0,1
42,1003,4,400,1,-1,0,1
32,918,27,485,4,-1,0,1
44,627,5,223,1,-1,0,1
41,864,8,396,1,-1,0,1
42,555,28,284,1,-1,0,1
38,653,13,339,1,-1,0,1
39,1263,8,159,1,-1,0,1
38,551,12,118,2,-1,0,1
39,675,25,259,1,1,0,1
52,653,30,85,3,-1,0,1
41,174,31,111,3,23,0,1
47,430,14,110,1,-1,0,1
39,705,15,315,1,-1,0,1
46,436,7,269,1,-1,0,1
56,493,4,94,2,-1,0,1
38,582,18,199,1,-1,0,1
28,7,16,127,1,192,2,1
43,352,26,163,2,-1,0,1
36,1086,14,306,3,-1,0,1
35,-202,22,22,8,-1,0,1
42,943,11,448,1,44,5,1
45,403,31,278,1,-1,0,1
24,72,25,241,1,-1,0,1
52,370,9,185,1,-1,0,1
52,586,16,155,1,-1,0,1
57,377,13,120,2,146,3,1
43,676,5,307,1,-1,0,1
38,593,18,191,1,-1,0,1
42,593,15,394,1,-1,0,1
43,418,8,242,1,-1,0,1
47,660,15,140,1,-1,0,1
41,691,7,175,1,-1,0,1
48,979,23,322,1,84,3,1
26,285,2,189,2,32,1,1
32,421,9,155,2,-1,0,1
41,798,16,389,1,-1,0,1
28,181,4,125,2,3,0,1
44,514,25,328,1,-1,0,1
51,467,17,322,1,-1,0,1
45,531,16,125,1,-1,0,1
35,356,20,111,2,-1,0,1
45,743,9,187,1,-1,0,1
44,512,5,205,1,-1,0,1
44,140,30,190,1,-1,0,1
42,821,10,342,1,91,5,1
41,862,16,283,1,-1,0,1
50,-77,30,61,10,-1,0,1
49,316,9,162,1,-1,0,1
46,665,19,164,1,-1,0,1
47,391,14,146,1,-1,0,1
57,1459,23,382,1,-1,0,1
26,548,10,218,2,-1,0,1
34,337,5,173,1,207,3,1
45,25,30,120,2,-1,0,1
42,541,21,309,2,-1,0,1
30,45,6,176,1,262,1,1
31,208,17,40,8,-1,0,1
63,419,17,85,1,-1,0,1
38,1558,3,579,1,-1,0,1
41,659,10,162,1,-1,0,1
45,409,18,196,1,213,1,1
39,596,10,251,1,-1,0,1
32,255,30,137,1,-1,0,1
43,759,20,182,1,-1,0,1
47,252,3,102,2,99,1,1
36,530,9,224,1,149,4,1
30,552,22,258,1,-1,0,1
42,-212,31,65,6,-1,0,1
38,180,27,80,5,-1,0,1
48,233,30,163,2,-1,0,1
34,386,8,193,1,188,3,1
31,588,4,200,2,-1,0,1
47,285,30,163,1,-1,0,1
48,449,4,161,1,-1,0,1
49,104,13,31,9,-1,0,1
45,788,14,140,3,-1,0,1
27,61,7,154,1,242,3,1
46,695,12,208,1,-1,0,1
65,779,5,60,2,-1,0,1
48,757,5,201,1,-1,0,1
47,972,20,241,1,-1,0,1
45,354,28,155,2,-1,0,1
53,596,5,128,1,-1,0,1
31,195,13,140,1,261,1,1
42,636,11,282,1,-1,0,1
31,-305,4,234,2,283,1,1
52,1029,14,79,3,-1,0,1
38,371,10,181,1,186,4,1
68,369,17,126,3,-1,0,1
44,536,24,138,2,-1,0,1
39,1273,3,331,1,-1,0,1
27,291,6,168,1,-1,0,1
46,623,8,164,1,-1,0,1
29,305,7,231,1,-1,0,1
39,-298,1,85,1,256,0,1
37,471,10,163,1,-1,0,1
28,505,27,136,2,-1,0,1
39,489,5,176,1,-1,0,1
53,285,11,161,1,-1,0,1
50,266,29,247,1,-1,0,1
40,611,22,331,1,-1,0,1
30,690,30,156,2,20,1,1
35,450,5,191,1,-1,0,1
37,260,31,164,1,-1,0,1
42,687,19,136,1,-1,0,1
48,411,25,373,1,-1,0,1
38,301,30,109,3,-1,0,1
48,1055,1,193,1,14,1,1
41,1221,16,186,1,-1,0,1
39,290,16,254,1,-1,0,1
41,685,24,126,2,-1,0,1
49,416,19,305,1,-1,0,1
41,745,7,275,1,-1,0,1
43,834,7,303,1,-1,0,1
37,599,11,127,1,-1,0,1
39,1142,14,355,1,-1,0,1
40,792,14,322,1,-1,0,1
42,603,16,136,1,-1,0,1
39,611,12,356,1,-1,0,1
38,1470,4,538,1,-1,0,1
46,199,31,222,1,-1,0,1
41,841,9,498,1,-1,0,1
56,486,20,148,1,-1,0,1
38,1031,5,411,1,-1,0,1
37,477,14,167,1,-1,0,1
42,760,15,486,1,-1,0,1
30,63,28,175,1,221,1,1
47,993,10,212,1,-1,0,1
39,699,11,392,2,-1,0,1
31,300,23,323,1,-1,0,1
58,85,27,67,4,-1,0,1
29,587,4,182,2,-1,0,1
45,527,20,144,2,-1,0,1
35,803,5,119,1,246,0,1
45,283,6,139,2,-1,0,1
45,591,20,162,1,-1,0,1
37,398,2,122,1,256,1,1
41,596,8,231,1,165,4,1
45,453,13,468,1,-1,0,1
40,1185,2,495,1,-1,0,1
39,1006,4,131,3,-1,0,1
42,895,3,297,1,-1,0,1
65,390,3,115,2,131,3,1
41,1049,4,278,1,-1,0,1
41,432,25,290,2,-1,0,1
28,33,30,194,1,201,3,1
43,461,27,229,1,-1,0,1
37,937,12,343,1,-1,0,1
38,443,18,173,1,-1,0,1
46,510,15,196,1,-1,0,1
51,120,11,89,2,-1,0,1
25,21,9,182,2,270,3,1
41,540,16,171,1,-1,0,1
45,459,13,228,1,-1,0,1
37,1035,24,492,5,-1,0,1
41,958,12,199,1,-1,0,1
48,595,2,166,1,129,3,1
43,402,29,166,1,-1,0,1
29,164,16,130,2,8,0,1
52,482,6,121,2,-1,0,1
43,685,13,252,1,-1,0,1
53,360,6,108,1,-1,0,1
54,314,13,117,2,-1,0,1
43,350,5,108,1,231,1,1
32,543,31,290,21,-1,0,1
29,-67,15,103,1,169,2,1
44,1390,2,100,1,215,1,1
49,206,27,106,2,-1,0,1
47,1444,21,84,1,-1,0,1
53,1118,23,704,1,-1,0,1
41,958,17,224,1,-1,0,1
42,609,8,407,1,-1,0,1
39,472,16,187,1,-1,0,1
49,708,21,238,1,-1,0,1
41,949,21,75,1,-1,0,1
43,795,20,260,1,-1,0,1
42,494,4,155,1,-1,0,1
42,579,8,282,1,143,6,1
38,1594,6,473,1,-1,0,1
32,594,3,92,1,243,0,1
37,662,10,119,2,-1,0,1
45,93,30,181,2,-1,0,1
35,270,29,176,2,-1,0,1
45,364,29,184,1,173,2,1
50,304,17,157,2,-1,0,1
46,557,8,108,2,-1,0,1
59,442,13,115,2,-1,0,1
37,502,18,197,2,-1,0,1
55,261,23,159,1,-1,0,1
29,271,26,68,4,-1,0,1
39,1059,4,467,1,-1,0,1
47,667,10,237,1,-1,0,1
39,780,9,323,1,-1,0,1
41,443,26,257,1,-1,0,1
32,319,10,169,1,210,1,1
36,551,18,294,2,-1,0,1
33,34,9,168,1,214,3,1
41,679,6,281,1,-1,0,1
46,462,19,110,1,-1,0,1
46,760,16,191,1,-1,0,1
40,866,12,252,1,-1,0,1
47,434,9,159,1,-1,0,1
59,368,19,101,1,-1,0,1
43,555,12,182,1,-1,0,1
45,591,6,266,1,-1,0,1
42,584,5,167,1,-1,0,1
41,643,23,351,1,-1,0,1
27,-80,9,159,1,238,2,1
51,380,13,184,1,-1,0,1
41,80,9,155,1,218,2,1
43,530,7,246,1,-1,0,1
45,748,6,298,2,-1,0,1
44,887,19,41,1,-1,0,1
37,461,21,174,2,-1,0,1
38,536,5,126,1,-1,0,1
29,538,20,526,2,-1,0,1
40,657,14,278,1,-1,0,1
38,840,14,173,1,-1,0,1
40,937,2,160,1,153,5,1
39,800,8,257,1,-1,0,1
44,589,6,181,1,-1,0,1
41,723,10,135,2,-1,0,1
49,473,5,102,2,-1,0,1
27,726,7,118,2,-1,0,1
43,610,13,465,1,-1,0,1
34,211,1,129,1,227,1,1
38,435,16,78,1,-1,0,1
31,1039,13,151,2,-1,0,1
79,244,26,96,2,-1,0,1
28,-198,7,147,1,244,1,1
42,649,3,231,1,-1,0,1
