V1,V6,V10,V12,V13,V14,V15,Class
39,1964,3,366,3,129,2,1
40,1909,15,306,3,189,0,1
38,1210,6,209,2,292,2,2
32,1287,27,122,3,247,3,1
41,2860,20,115,1,223,3,2
38,2249,9,128,6,314,1,1
44,1782,19,121,5,236,1,2
27,575,18,196,3,204,0,2
25,1380,23,167,1,240,3,1
50,3645,13,323,3,280,2,2
43,2193,15,399,2,282,0,2
33,2928,21,161,4,189,5,1
35,2736,26,113,2,192,3,2
30,923,22,221,2,284,4,1
46,2765,10,188,4,292,2,2
26,1022,29,179,1,147,1,1
37,1350,4,139,3,169,2,1
31,1084,12,444,2,306,0,1
41,1200,15,450,2,210,4,1
33,800,12,200,2,100,3,1
29,500,10,700,3,50,1,1
54,3000,20,600,2,300,5,2
37,800,13,220,1,150,3,1
49,1600,18,250,2,100,2,1
35,250,7,450,1,180,4,1
43,2000,25,500,3,80,2,1
51,2800,23,700,1,200,3,2
30,100,3,300,3,200,4,1
47,2200,17,400,1,120,3,2
53,2500,22,550,2,250,5,2
31,150,5,450,2,80,1,1
55,3500,28,600,1,150,2,2
33,700,8,550,1,180,3,1
44,2384,19,398,2,70,1,1
31,1765,6,417,2,246,2,1
51,4658,22,288,3,121,1,2
47,842,12,177,1,130,2,1
34,197,7,72,2,149,3,1
41,3338,14,250,1,173,1,1
55,247,10,353,4,238,1,1
30,298,8,341,2,259,1,1
53,1423,11,134,1,197,2,1
43,4574,24,203,2,105,3,2
34,1074,5,318,1,113,2,1
48,1232,11,144,3,96,2,1
36,116,4,233,2,312,2,1
43,2639,19,484,2,69,1,1
29,228,5,342,3,121,1,1
43,206,6,156,2,105,1,1
60,5448,15,200,2,121,1,2
36,918,19,369,1,219,2,1
49,369,21,278,1,96,1,1
54,242,10,92,2,104,1,1
47,5382,16,313,1,164,2,2
30,702,14,267,3,79,1,1
53,454,7,277,2,243,2,2
31,82,9,123,1,137,1,1
36,1512,6,194,4,73,0,1
29,686,7,175,1,299,3,1
34,244,10,87,1,189,2,1
49,140,9,398,4,291,3,1
34,184,15,90,1,119,1,1
61,265,20,422,3,91,1,1
44,220,5,159,2,67,1,1
33,889,9,236,3,299,3,1
58,4703,17,413,1,149,1,2
45,469,22,461,2,96,2,1
53,1297,13,508,1,171,2,2
36,868,7,125,1,231,2,1
52,156,10,91,1,142,1,1
35,404,4,272,4,188,1,1
30,322,3,280,2,104,1,1
41,547,9,404,2,287,3,1
49,273,20,277,2,209,2,2
50,3109,14,278,1,172,1,2
47,1348,14,188,3,95,1,1
56,621,26,466,1,125,1,2
42,420,15,237,1,185,1,1
42,1255,16,345,3,78,1,2
31,320,6,215,2,264,2,1
52,2387,14,193,1,136,0,1
43,899,11,183,4,92,1,2
35,850,3,164,1,131,1,1
45,1960,20,396,5,290,3,1
30,402,7,189,1,154,2,2
41,1504,19,461,2,115,0,1
49,553,15,345,1,292,2,2
36,1010,5,146,3,79,1,1
44,1417,23,383,1,196,0,1
29,789,8,138,4,221,3,1
47,2778,13,247,1,203,1,2
33,740,10,267,1,103,0,1
55,2100,17,189,1,108,1,2
38,276,10,260,2,64,2,1
46,1490,5,395,4,78,1,2
30,165,11,218,2,107,1,1
44,1213,18,211,3,46,2,1
38,276,10,260,2,64,2,1
43,880,13,398,3,191,2,2
24,1262,20,444,1,158,2,1
38,211,9,82,2,321,2,1
27,126,6,211,1,15,0,1
34,259,20,258,4,43,2,1
24,240,10,301,2,167,1,1
27,126,6,211,1,15,0,1
30,165,11,218,2,107,1,2
22,295,16,454,5,1,0,1
46,350,5,444,1,89,2,1
43,1162,9,119,1,285,1,2
25,332,5,250,2,217,2,1
44,1496,20,302,5,168,2,1
38,211,9,82,2,321,2,1
37,1631,6,354,2,230,2,1
24,1090,5,280,3,34,1,1
35,606,11,343,3,216,2,2
29,119,3,443,5,282,1,1
45,763,14,327,4,186,2,1
43,1162,9,119,1,285,1,1
56,332,13,882,5,250,3,2
43,1210,16,312,4,199,2,2
38,1865,7,234,2,268,2,1
47,248,18,1025,3,285,2,2
33,678,4,396,1,122,1,1
52,1654,20,501,7,332,3,2
30,500,11,987,2,153,1,2
41,1990,15,69,6,144,1,1
47,247,18,1026,3,285,2,2
31,1122,9,833,1,246,2,1
30,1200,17,710,2,294,2,2
53,411,19,258,8,180,3,2
29,789,5,243,2,206,1,1
54,1300,14,457,6,305,3,2
44,130,13,632,2,224,2,2
50,622,12,835,4,253,2,1
40,2357,2,789,1,177,0,1
52,634,19,1012,5,261,3,2
27,1560,4,529,2,173,1,1
42,1573,11,369,3,190,2,1
48,149,14,890,2,238,3,2
37,430,6,261,1,213,1,1
28,180,8,134,1,192,1,1
47,477,11,755,2,265,2,1
46,216,16,683,4,276,2,2
32,803,12,240,3,178,2,1
43,139,12,289,1,288,3,1
45,951,10,411,2,198,2,2
42,608,15,201,3,144,1,1
31,140,8,297,1,200,2,1
53,1332,19,289,3,132,1,2
49,272,7,132,2,284,3,1
55,932,21,405,5,156,3,2
47,117,16,153,4,188,2,1
38,1240,9,286,2,179,2,1
36,239,18,1013,7,182,3,1
52,3855,22,646,2,245,3,2
