ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
69,110,12,58,20,1,1,85,5,3,21,3,40,-7,2,2,72,60,5,3,3,64,0
55,100,8,45,12,3,3,85,8,3,15,2,27,2,0,0,42,66,3,1,0,82,1
68,105,2,54,22,1,1,93,5,3,25,2,37,1,2,1,30,70,4,2,1,85,0
62,104,8,44,17,3,1,86,10,3,20,2,39,4,0,0,45,80,4,2,1,88,1
67,252,5,75,30,1,1,88,10,5,32,3,40,2,2,2,25,84,7,3,1,76,1
63,210,9,58,20,1,1,88,12,3,25,2,45,2,2,2,51,82,5,4,1,76,1
67,145,7,60,20,1,1,87,12,5,26,3,41,2,2,2,50,82,5,4,1,78,1
77,250,5,80,15,1,1,85,15,5,20,3,25,3,1,1,50,70,4,2,1,70,0
70,130,6,60,20,1,1,80,10,5,25,2,40,2,1,1,45,60,5,4,1,85,0
58,102,9,47,20,3,1,88,9,3,25,3,38,5,2,1,30,73,4,2,1,85,0
73,140,7,78,30,1,1,95,2,2,33,3,38,0,1,1,25,84,5,3,1,78,1
63,234,7,91,20,1,1,89,4,3,22,2,35,0,1,1,20,68,3,2,0,75,1
63,250,8,98,25,1,0,85,4,5,26,3,38,3,1,1,20,70,3,2,0,60,1
59,220,10,75,23,1,1,92,4,5,25,2,35,5,1,1,20,80,3,2,1,75,1
65,250,6,100,20,1,1,80,4,6,25,2,35,1,1,1,50,70,3,4,2,65,0
60,150,5,65,20,2,1,70,5,3,25,4,50,-5,1,1,50,60,3,2,1,75,1
60,250,5,100,20,1,0,80,5,5,25,2,35,0,1,1,50,70,4,3,2,75,0
62,250,6,100,25,1,1,90,5,5,28,3,40,2,1,1,50,60,4,2,2,75,0
64,250,6,90,25,1,1,85,4,5,26,2,35,3,1,1,20,70,3,4,1,75,1
67,235,7,93,23,0,0,98,3,5,25,2,37,4,1,1,18,81,3,2,0,67,0
62,254,5,98,23,1,1,80,4,5,25,2,35,3,1,1,48,70,4,2,0,75,1
80,200,5,90,30,1,1,95,10,6,35,5,25,5,1,1,50,70,6,4,1,80,1
80,200,10,60,30,1,1,95,0,5,32,4,50,5,2,2,40,80,5,5,1,60,1
80,200,4,70,30,1,0,95,-5,6,32,4,38,2,1,1,30,85,6,5,0,60,1
79,140,5,66,13,0,0,100,-7,7,13,1,23,18,0,0,37,92,1,2,1,80,1
79,140,5,66,13,0,0,100,-7,7,13,1,23,18,0,0,37,92,1,2,1,80,1
70,130,8,55,20,1,0,80,6,4,25,3,40,10,2,2,44,70,6,5,1,60,1
80,250,4,70,30,1,0,95,0,5,32,3,50,5,1,1,20,80,6,6,1,75,1
79,192,11,93,20,1,0,100,-6,6,24,2,47,1,1,1,18,62,5,7,1,77,1
78,250,4,80,28,1,0,95,5,6,32,3,55,2,0,0,40,80,6,4,1,78,1
79,140,5,66,13,0,0,100,-7,7,13,1,23,18,0,0,37,92,1,2,1,80,1
70,135,6,68,27,1,1,95,4,5,30,2,40,3,2,2,42,80,5,4,2,80,1
70,124,3,62,20,1,1,84,5,4,23,2,45,0,2,2,50,82,5,4,1,77,1
67,123,5,57,25,1,1,90,5,3,28,2,40,2,2,2,50,80,4,4,1,80,1
65,125,6,58,26,1,1,89,5,3,30,2,45,1,2,2,40,72,5,4,1,65,1
65,140,5,60,25,1,1,85,4,3,30,2,40,3,2,2,50,70,4,3,1,75,0
65,95,8,42,18,1,1,80,5,3,22,3,25,2,2,2,50,60,4,3,1,70,1
70,150,5,60,25,1,1,85,5,3,30,3,40,3,2,2,50,60,4,4,2,75,1
70,155,6,60,25,1,1,85,4,3,30,2,40,5,3,2,50,65,4,4,1,80,1
70,89,3,55,23,1,1,92,5,3,28,2,40,2,2,2,42,70,5,4,1,65,1
70,130,5,60,25,1,1,85,3,5,28,2,40,2,3,2,45,65,7,3,2,75,1
70,180,7,60,20,1,1,90,20,5,22,2,35,0,1,1,20,10,3,2,0,75,1
71,240,6,64,20,1,0,89,20,5,21,2,35,0,1,1,17,70,4,1,1,86,1
71,180,8,70,22,1,1,96,20,5,23,2,35,3,1,1,25,60,4,2,1,80,1
70,160,5,70,15,1,1,80,10,3,20,2,35,-3,1,1,20,40,3,2,0,60,1
70,180,5,70,20,1,1,95,20,5,20,2,40,0,2,2,20,0,3,2,0,80,1
72,150,6,70,20,1,1,95,20,5,20,2,35,1,2,2,10,10,2,2,0,80,1
70,250,5,70,25,1,1,90,20,5,25,2,35,0,2,2,10,20,4,2,0,80,1
70,235,7,74,20,1,1,96,20,6,19,1,35,0,2,2,12,5,1,3,-8,83,0
70,250,5,70,20,1,1,95,20,5,20,2,35,0,2,2,25,10,3,2,-5,75,1
70,240,5,75,20,1,1,95,15,5,20,1,35,1,1,0,20,10,4,2,0,80,1
77,230,7,81,26,0,0,95,1,5,28,3,44,4,0,0,45,65,4,3,1,78,1
78,245,5,73,22,1,1,92,3,5,23,3,38,5,3,2,43,63,5,4,2,87,0
70,120,5,55,20,1,1,80,4,3,21,3,40,-5,2,2,45,65,4,3,2,70,1
75,200,10,70,25,1,1,90,5,3,28,3,35,2,2,2,50,60,4,3,2,80,1
70,140,5,60,25,2,1,80,3,3,28,3,45,5,1,1,50,60,4,3,1,70,1
75,230,10,80,28,0,0,95,0,5,30,3,40,3,1,1,45,65,4,3,1,85,0
81,157,11,78,28,0,0,98,2,5,27,3,46,4,1,1,21,69,4,3,1,87,0
80,200,10,70,25,1,1,95,5,5,28,3,35,1,3,3,45,65,5,4,3,80,1
79,148,10,70,23,0,0,95,-5,4,25,3,48,3,1,1,22,76,5,3,2,85,0
71,230,8,55,15,0,0,80,3,3,20,2,25,0,1,1,45,70,4,3,1,80,0
67,240,3,70,28,1,1,90,4,5,30,2,35,-3,2,2,50,75,5,4,2,80,0
72,141,5,75,20,1,1,91,5,5,23,2,35,1,1,1,25,69,5,3,1,75,0
72,256,6,70,18,1,1,97,5,5,21,2,48,3,1,1,55,64,4,6,2,75,0
72,145,5,71,22,1,1,95,4,5,25,2,38,1,1,1,45,65,5,6,2,75,0
67,190,10,71,23,1,1,90,5,5,25,2,35,2,1,1,25,60,5,4,2,75,1
70,200,5,75,22,1,1,90,5,5,25,2,35,1,2,2,40,60,5,4,2,75,1
65,150,5,70,23,1,1,90,5,5,25,3,35,1,2,2,35,60,5,2,2,75,0
72,162,6,55,22,1,1,90,4,5,28,3,45,1,2,2,65,80,5,6,3,75,0
63,230,5,90,26,1,1,89,5,3,28,3,40,4,2,2,25,65,5,5,2,75,0
67,147,5,57,19,1,1,91,5,5,23,2,38,1,2,2,45,62,5,6,2,70,0
70,200,5,80,20,1,1,90,4,5,23,2,35,3,2,2,20,-7,3,-7,1,30,1
70,210,6,80,20,1,1,85,4,5,25,2,30,3,1,1,16,-7,3,-7,1,26,1
65,200,5,70,22,1,0,80,4,5,23,2,35,3,2,1,20,-6,3,-7,0,30,1
63,175,7,80,23,1,1,82,4,5,26,2,35,3,2,2,20,-6,3,-7,0,31,1
65,150,5,75,20,1,1,90,4,5,23,2,35,3,2,2,20,0,3,0,0,30,1
70,200,5,80,20,1,1,85,4,5,23,2,33,1,2,2,20,-6,3,-7,1,30,1
70,200,5,80,20,1,1,80,5,5,25,2,35,3,2,2,20,0,3,1,1,30,1
70,200,5,80,20,1,1,85,4,5,23,2,35,3,2,2,20,-7,3,-7,1,30,1
63,215,5,78,23,1,1,84,4,5,25,2,35,3,1,1,20,-8,3,-8,0,28,1
65,210,10,75,25,1,1,90,5,5,30,2,35,5,2,2,20,0,4,2,1,50,1
70,120,6,45,20,1,1,90,10,5,25,3,50,2,2,2,60,70,4,5,1,85,1
70,200,5,60,20,1,1,95,20,5,25,3,35,1,2,2,45,15,4,5,1,80,1
74,190,6,60,20,1,1,95,20,6,25,4,40,1,3,3,45,15,4,6,1,80,1
70,150,5,60,20,1,1,95,20,5,25,3,40,2,3,3,45,15,4,4,1,80,0
70,150,5,60,20,1,1,95,10,5,25,3,50,2,2,2,40,60,4,6,1,85,1
70,100,5,45,20,1,1,85,10,5,23,2,50,2,2,2,40,70,5,5,1,80,0
75,210,5,72,30,1,1,95,25,6,32,4,35,3,3,3,45,12,9,4,3,80,0
72,200,5,60,30,1,1,96,20,5,32,2,35,1,3,3,42,40,7,5,1,85,0
71,203,6,57,26,1,1,96,15,5,28,4,45,1,3,3,45,28,7,4,1,82,0
73,240,6,60,30,1,1,96,15,5,32,2,42,3,3,3,45,15,3,6,1,86,1
63,178,7,72,23,1,1,89,4,5,25,2,50,0,3,3,40,75,3,3,2,80,0
70,250,6,80,30,3,2,80,3,5,35,3,40,5,1,1,40,75,3,4,1,70,1
63,250,10,70,30,1,1,80,4,3,40,3,40,5,1,1,45,60,5,3,2,60,1
70,250,6,80,30,2,2,85,3,3,35,3,40,5,1,1,50,60,3,4,1,65,0
70,250,10,80,30,1,1,90,4,3,35,3,40,5,1,1,35,75,3,3,1,80,0
70,250,6,80,15,3,2,75,3,3,20,2,60,2,1,1,40,70,3,3,1,65,0
70,230,6,80,20,2,1,80,4,3,25,2,40,5,1,1,50,70,5,3,1,75,0
71,310,9,75,30,1,1,90,3,5,33,3,40,5,1,1,45,65,3,2,1,80,0
65,210,8,80,30,1,1,80,4,3,32,3,45,5,1,1,50,70,5,3,1,65,0
62,289,8,78,21,1,1,75,4,3,24,2,60,3,0,0,45,70,3,2,2,65,1
61,285,6,70,28,1,0,85,8,5,30,4,35,3,1,1,40,60,3,3,2,80,1
72,205,6,59,28,1,0,82,10,5,31,3,40,5,3,2,66,58,5,4,1,75,1
67,250,5,60,28,1,1,75,24,6,30,3,40,0,1,1,55,65,3,3,1,80,1
70,190,5,55,25,1,0,80,10,3,30,3,40,5,1,1,50,60,4,3,1,70,1
62,190,5,58,30,1,1,85,3,4,30,4,40,3,1,1,65,50,4,3,0,75,1
70,180,6,50,15,1,0,70,20,5,18,1,40,0,1,1,60,55,3,2,1,65,1
65,150,8,55,25,1,0,80,12,5,28,3,40,8,1,1,60,70,4,3,1,75,1
72,180,6,70,25,1,0,80,12,5,27,2,45,4,2,1,60,70,3,4,1,75,1
62,176,11,55,27,1,0,80,20,3,29,3,45,-3,1,1,65,55,3,2,1,75,1
70,180,5,58,25,1,0,82,12,5,28,3,38,5,1,1,60,55,3,3,1,68,0
70,250,6,75,27,1,1,92,0,4,29,2,40,2,2,2,20,25,4,2,0,65,0
65,238,9,72,22,1,1,90,7,5,25,2,35,0,2,2,65,55,5,4,1,70,0
65,280,6,75,25,1,1,90,5,5,27,2,35,1,2,2,20,3,3,2,0,50,0
65,210,6,76,30,1,1,90,5,5,32,2,35,-7,1,1,23,61,5,4,2,70,0
69,160,6,72,17,1,1,92,4,5,19,3,38,5,1,1,28,12,3,2,0,54,0
67,155,6,72,16,0,0,95,-6,5,17,2,28,4,0,0,21,43,3,2,0,60,1
65,200,5,70,20,1,1,90,5,5,25,2,40,3,2,2,30,10,3,2,1,70,0
65,150,6,70,15,1,1,90,5,5,20,2,35,5,2,2,25,10,3,1,0,55,1
80,200,5,70,25,1,1,90,5,5,25,2,35,3,2,2,20,25,3,3,1,60,0
67,245,6,79,15,0,0,92,4,3,20,2,41,0,1,1,22,12,3,2,0,57,0
70,200,3,80,15,3,1,70,5,5,20,2,50,10,1,1,60,70,3,4,2,75,0
67,200,3,80,10,1,1,90,5,5,15,2,50,5,1,1,20,60,3,4,1,80,1
70,240,3,70,25,1,0,85,5,6,28,2,62,2,1,1,70,80,6,4,1,82,1
70,200,3,85,15,1,1,75,5,3,20,2,60,5,1,1,45,60,3,4,1,80,0
70,200,3,80,15,2,1,85,5,5,20,2,50,5,1,1,60,70,3,4,1,75,0
72,250,6,80,20,1,0,90,4,5,25,3,55,5,1,1,55,60,7,4,1,80,0
72,180,6,70,23,1,1,92,3,5,25,3,30,5,1,1,44,62,5,4,1,77,1
70,200,6,75,15,1,1,85,5,3,18,2,60,8,2,1,50,75,3,4,1,70,1
82,162,3,72,19,1,1,92,5,3,25,3,47,0,1,1,20,70,5,3,1,82,1
78,329,6,110,22,1,0,95,4,3,24,2,62,0,1,1,48,32,6,3,0,82,0
70,200,5,90,25,1,2,80,10,5,30,3,40,2,2,1,50,20,5,3,2,70,0
75,250,5,85,30,1,1,90,10,5,35,3,35,3,1,0,50,25,8,3,1,70,0
70,300,5,100,20,1,1,85,10,4,30,2,35,3,2,2,50,60,5,4,1,70,0
75,200,8,90,30,1,2,80,10,5,32,3,40,2,2,1,60,20,5,3,2,75,1
70,200,5,90,25,1,1,85,5,5,30,3,35,3,1,1,50,60,5,3,2,75,0
70,200,5,80,15,2,1,75,10,5,20,2,60,5,1,1,50,20,5,3,1,70,0
75,210,5,65,30,1,0,85,5,5,32,3,35,4,1,0,30,70,5,3,1,60,0
69,205,5,70,22,0,0,90,10,5,29,3,30,3,1,1,45,40,5,3,1,70,0
70,250,5,80,30,1,1,85,10,5,35,3,40,5,2,2,50,20,5,3,2,70,0
62,280,9,89,30,3,1,75,13,6,35,3,38,4,2,2,55,45,5,3,2,80,0
72,280,8,105,22,1,1,90,10,3,24,3,40,-3,2,2,45,60,5,4,1,68,0
77,210,8,70,18,1,1,91,14,5,20,4,38,-3,2,2,50,60,5,4,3,80,0
70,210,4,82,19,0,0,100,-7,7,21,2,39,0,1,1,38,49,7,4,3,80,0
77,256,9,73,19,1,1,90,17,5,21,2,52,-4,3,3,77,73,5,4,1,80,0
73,200,10,80,15,1,1,95,2,3,16,2,40,4,1,1,50,60,3,2,1,80,0
72,210,9,75,18,1,1,91,12,5,20,3,45,2,2,2,45,62,3,2,1,50,0
80,210,8,85,20,1,1,90,10,5,22,2,35,3,2,2,50,70,5,4,2,80,0
75,200,10,80,20,1,1,90,10,5,22,2,40,5,2,2,50,60,5,3,1,80,0
72,290,9,80,18,1,1,88,12,5,21,2,40,-5,2,2,58,63,3,4,1,75,0
72,210,8,90,20,1,1,91,9,3,22,3,41,-6,3,3,44,68,5,4,2,80,0
67,217,10,90,20,1,1,95,15,5,20,2,45,5,0,0,19,24,3,5,0,61,1
69,273,11,109,21,1,1,94,30,6,24,2,38,3,1,1,3,8,2,3,0,76,0
70,250,8,80,20,1,1,90,5,3,25,2,35,0,1,1,20,30,4,4,1,70,1
63,105,9,60,11,1,1,94,1,5,12,2,36,5,0,0,17,27,3,3,0,50,1
81,100,5,50,20,1,1,80,5,2,22,1,40,10,1,1,20,40,3,3,0,60,1
61,89,7,48,16,1,1,75,16,6,20,3,31,13,1,1,58,24,4,3,1,58,1
70,200,10,80,20,1,1,90,10,3,25,2,35,5,1,1,20,30,3,4,1,60,1
68,222,8,77,24,0,0,100,-7,7,26,3,31,2,2,2,48,10,5,2,1,60,1
70,250,8,85,22,1,1,90,5,3,23,2,35,6,0,0,18,8,3,2,0,60,1
67,205,7,85,24,0,0,95,4,6,25,2,35,5,1,1,18,33,3,3,0,63,0
62,102,5,60,8,3,2,70,5,0,11,1,45,1,1,1,25,18,2,1,0,58,0
65,225,8,92,15,1,1,71,5,3,18,2,63,0,3,1,25,45,3,2,0,77,0
72,320,8,92,23,1,0,89,5,3,31,2,28,0,1,1,25,69,5,3,0,78,0
70,250,5,100,20,2,1,80,5,4,30,2,30,3,1,1,25,60,5,2,1,75,1
70,210,5,90,30,2,1,80,5,3,35,2,28,0,1,0,30,60,5,2,1,70,0
79,200,10,60,15,3,2,80,5,3,20,2,40,1,2,1,25,50,4,3,1,70,1
67,182,8,63,16,3,2,70,5,2,20,2,45,1,1,1,23,52,4,2,0,72,0
67,162,7,92,22,2,1,79,5,3,25,1,41,1,0,0,27,63,5,2,0,80,0
70,250,8,85,32,1,0,93,5,3,33,2,35,1,1,1,25,12,5,1,0,68,0
65,216,8,92,19,1,1,83,5,3,23,2,43,1,1,1,23,65,5,2,0,78,0
70,120,5,60,20,1,0,95,5,5,25,3,35,3,2,2,50,40,3,4,1,80,1
70,100,5,50,20,1,0,90,5,5,30,3,40,1,2,1,60,70,10,8,1,80,1
70,100,5,40,20,1,0,90,-5,5,22,3,40,2,2,2,60,70,4,5,1,80,1
70,120,5,50,20,1,0,95,2,5,22,3,40,5,1,0,60,40,4,2,1,80,1
72,120,4,50,15,2,1,86,10,4,18,1,35,4,2,2,60,45,3,3,1,79,1
72,105,5,49,15,1,0,92,-2,5,16,2,40,0,1,1,56,43,4,3,1,85,1
70,90,10,45,20,1,0,90,-5,5,22,3,55,5,2,1,65,70,3,5,1,80,1
68,253,16,82,21,0,0,97,4,6,23,3,43,2,1,1,35,63,3,3,0,82,0
70,100,5,45,20,1,0,90,-6,6,22,3,50,1,2,2,60,70,3,4,1,80,0
71,120,5,55,20,1,0,90,3,4,24,2,40,5,0,0,52,45,3,3,1,80,1
70,150,10,60,20,1,1,85,10,3,30,2,40,5,1,1,55,25,4,3,1,70,0
70,120,5,60,20,1,1,90,5,3,30,2,40,2,1,1,50,20,6,3,1,70,0
73,234,6,64,22,1,1,85,5,3,27,2,41,3,3,3,50,14,4,3,1,70,0
70,100,10,50,20,1,1,80,5,3,30,2,40,5,3,3,60,20,10,5,2,70,1
70,200,7,80,20,1,1,90,10,4,25,2,40,5,3,3,45,10,5,3,1,70,1
60,200,5,70,20,1,1,80,5,2,25,2,40,-5,1,1,60,50,4,4,1,70,1
70,200,7,80,20,1,1,85,5,3,30,2,40,5,3,3,60,25,10,4,2,70,1
75,200,5,70,20,1,1,85,10,5,25,2,40,5,3,3,55,15,4,2,1,70,0
70,180,5,70,20,1,1,90,10,4,25,2,30,3,3,3,60,10,5,2,1,70,0
70,200,8,60,20,1,1,80,5,4,25,2,40,3,3,3,50,10,4,2,1,70,1
71,173,9,59,19,1,0,91,18,5,24,3,38,-3,3,3,60,72,5,3,1,80,1
72,150,9,55,19,0,0,90,5,5,24,2,40,3,3,3,60,75,4,4,1,80,0
71,154,9,57,18,0,0,95,6,3,21,2,40,0,3,3,45,82,4,4,0,80,1
72,190,8,55,17,1,0,80,5,6,19,2,40,-5,3,2,60,85,4,5,1,75,1
70,150,5,55,18,1,1,90,15,5,20,2,40,-5,3,3,60,70,4,3,1,80,1
71,140,8,68,15,0,0,92,4,5,20,1,35,-4,2,2,63,74,4,4,0,80,0
73,190,8,55,17,1,1,80,15,6,19,2,40,5,3,2,50,75,4,3,0,80,1
72,195,5,47,18,0,0,85,5,5,23,3,40,3,3,2,63,60,4,5,1,65,1
71,182,8,55,18,1,1,90,16,5,21,2,40,1,3,3,60,85,4,6,2,80,1
70,144,6,44,20,1,0,82,5,2,22,2,22,0,3,2,51,78,4,2,0,100,1
70,245,8,102,29,1,1,92,5,5,31,2,35,1,2,2,45,23,7,3,3,73,1
70,200,10,100,30,2,1,85,5,5,35,3,40,-5,1,1,50,20,10,3,3,70,1
73,166,1,54,21,0,0,100,-7,7,26,5,69,0,1,1,70,90,4,12,2,94,1
68,245,11,93,15,2,2,95,5,5,18,1,35,3,1,1,19,63,2,3,0,73,1
64,200,10,80,20,1,1,90,5,5,30,3,40,-5,1,1,50,45,5,3,3,70,1
70,250,8,100,30,2,1,85,4,5,35,2,38,5,1,1,50,45,10,3,2,70,0
65,250,10,100,30,2,1,85,5,5,35,3,25,10,3,2,45,55,8,6,2,75,1
67,243,8,97,17,1,0,95,5,5,21,2,37,0,2,2,43,4,4,3,0,72,0
62,245,8,92,17,2,1,94,5,5,19,1,51,12,1,1,29,45,5,3,2,71,0
67,180,10,72,20,1,1,95,5,5,20,2,35,3,1,1,45,20,3,2,1,65,1
72,210,8,70,20,1,1,88,28,6,20,2,40,1,3,3,60,10,4,2,1,75,1
70,150,5,60,20,1,1,85,5,3,22,2,40,3,2,2,45,60,3,2,1,75,1
70,150,5,60,20,1,1,85,10,3,22,2,40,5,3,3,50,60,4,3,1,70,1
62,138,8,64,21,1,1,80,12,3,22,2,48,3,2,2,50,60,3,2,1,70,1
70,140,5,60,20,1,1,85,10,3,23,2,40,5,0,0,50,60,3,2,1,75,1
70,110,5,60,20,1,1,85,5,5,25,3,40,3,2,2,50,60,4,4,1,75,0
70,100,5,60,20,1,1,85,15,6,22,2,40,3,2,2,50,70,4,3,1,75,0
70,150,5,60,20,1,1,85,5,3,22,2,50,3,2,2,45,60,3,4,0,70,1
72,180,8,65,20,1,1,88,20,6,22,1,40,1,3,3,60,15,7,2,1,80,0
58,145,8,60,22,1,1,85,12,3,24,3,50,2,2,2,45,68,3,4,1,75,1
78,200,10,90,22,1,0,95,5,5,30,2,30,3,1,1,10,40,3,5,1,70,1
72,112,7,58,22,1,1,91,20,6,24,3,33,3,1,1,42,7,4,3,1,75,1
73,290,6,125,21,2,1,84,15,6,30,3,40,7,3,2,55,40,3,2,1,77,1
76,210,6,80,22,1,1,90,20,5,25,2,40,5,1,1,45,20,3,4,1,75,1
70,100,5,60,20,1,1,90,20,5,25,2,50,5,1,1,50,80,3,4,1,80,0
75,300,5,120,22,1,1,85,15,5,28,2,30,5,1,1,50,0,4,2,1,75,1
72,300,10,120,25,1,1,90,10,3,30,3,35,5,1,1,50,20,4,3,1,65,1
70,200,10,80,20,1,1,90,20,5,30,2,40,5,1,1,40,20,3,4,1,70,1
72,280,6,120,22,1,0,90,15,5,28,2,30,10,1,1,20,25,3,3,1,70,1
70,200,10,80,20,1,1,90,10,5,25,1,40,5,1,1,50,20,4,2,1,70,1
79,210,5,75,25,1,1,95,12,5,28,4,42,5,3,2,58,32,4,2,1,70,1
70,200,10,90,25,1,1,95,10,5,28,3,40,5,2,2,55,75,4,2,1,80,0
70,200,5,90,20,1,1,80,10,5,25,3,40,5,3,2,50,60,4,3,1,75,1
70,200,5,80,25,1,1,90,10,5,30,3,40,5,3,2,50,70,4,2,1,75,1
69,226,2,29,1,0,0,100,-7,7,42,1,0,-7,2,2,85,-8,2,-8,1,100,0
79,140,5,66,13,0,0,100,-7,7,13,1,23,18,0,0,37,92,1,2,1,80,1
81,200,5,80,25,0,0,95,-5,6,30,3,40,0,2,2,45,70,3,2,0,75,1
75,200,8,80,25,1,1,95,10,5,25,3,40,5,2,2,45,70,4,2,1,60,0
75,200,5,80,25,1,1,95,10,4,28,4,45,5,3,3,55,30,5,2,1,80,1
79,220,9,77,25,0,0,98,-5,5,26,2,42,3,1,1,43,69,4,3,1,65,1
70,200,9,80,25,0,1,95,5,4,26,1,40,4,2,1,50,60,3,5,1,70,0
72,270,11,72,30,0,0,94,8,5,35,3,45,5,2,2,29,51,3,4,1,67,1
71,200,8,60,25,1,1,85,20,5,28,3,40,5,2,2,45,60,5,5,1,65,0
71,210,9,70,28,1,1,85,8,5,30,3,22,5,2,1,40,60,3,5,1,64,1
69,194,8,70,25,0,0,92,5,3,27,3,40,4,2,2,43,60,3,4,1,60,0
61,230,8,70,25,2,1,80,10,5,28,3,40,5,2,2,40,60,5,6,1,65,1
79,271,9,100,28,1,1,92,2,6,31,3,28,4,2,2,34,66,5,9,1,82,1
70,120,10,60,15,2,1,70,10,3,20,1,40,5,2,1,50,45,3,2,1,65,0
71,243,8,104,25,0,1,88,6,3,27,1,27,0,2,2,39,61,3,3,1,78,0
68,210,9,80,25,0,0,92,3,5,28,2,40,7,1,0,21,55,3,5,1,70,1
70,240,10,68,15,1,1,80,3,3,23,3,55,2,1,1,50,70,3,5,1,65,0
62,200,5,80,15,3,2,65,3,3,22,2,60,1,1,1,30,75,2,5,1,70,1
65,285,7,105,18,2,1,73,5,3,25,3,58,2,1,1,42,76,3,5,1,70,0
60,245,6,100,15,3,2,75,3,2,21,2,63,4,1,1,50,70,3,6,1,80,0
63,53,10,24,19,0,0,100,-7,7,19,2,79,0,0,0,104,86,2,8,2,91,0
63,53,10,24,19,0,0,100,-7,7,19,2,79,0,0,0,104,86,2,8,2,91,0
67,237,7,75,28,1,1,92,3,2,29,3,35,4,1,1,43,88,3,4,1,76,0
68,204,7,74,15,2,1,77,3,3,19,2,63,0,1,1,44,78,3,6,1,73,0
65,210,6,75,15,1,1,90,3,3,17,3,55,2,1,1,50,75,3,4,1,80,0
66,241,7,104,14,1,0,80,3,6,18,2,48,12,1,1,60,75,2,3,1,69,0
72,150,5,65,20,1,0,85,3,5,25,2,40,0,3,2,23,60,4,2,1,65,1
72,221,5,72,20,1,0,90,3,3,24,2,45,0,3,2,25,68,4,3,1,60,1
72,122,6,63,18,1,1,85,5,4,22,2,40,0,2,2,44,52,4,2,1,68,1
70,150,5,60,20,1,0,80,10,5,25,2,40,5,2,2,50,60,4,3,1,70,0
72,189,5,70,20,1,0,80,3,3,23,2,42,1,3,2,45,60,4,2,1,70,0
70,180,5,70,25,1,0,85,5,5,27,2,40,3,2,2,60,45,4,2,3,50,0
77,210,5,80,20,1,1,92,5,5,25,2,40,3,3,2,16,62,4,5,2,66,0
70,130,6,60,20,1,1,80,0,6,25,3,45,3,2,2,22,60,4,4,1,75,1
72,200,5,80,20,1,0,90,5,5,25,2,40,0,3,3,20,50,4,2,1,60,0
72,180,6,60,20,1,0,80,12,5,25,2,40,2,2,1,45,60,4,3,2,60,1
67,105,10,75,25,1,0,85,20,5,25,3,42,-5,1,1,50,72,4,2,3,77,0
73,145,6,70,25,0,0,96,12,5,25,3,50,0,2,2,40,72,4,3,2,81,0
63,90,8,45,20,1,0,80,3,3,22,3,50,-5,1,1,60,70,4,2,2,75,0
72,125,5,70,25,1,1,95,28,5,25,3,40,-4,1,1,20,70,4,2,2,78,0
63,172,11,70,25,1,0,94,27,5,25,3,41,2,1,1,39,85,4,3,2,79,0
54,356,14,76,25,2,1,85,8,3,33,3,47,-6,1,1,75,60,10,4,3,79,0
62,189,7,71,25,0,0,96,25,5,25,3,40,-5,1,1,20,60,4,2,3,75,0
72,183,12,76,25,1,1,95,25,5,25,3,42,-3,1,1,48,64,4,2,3,78,0
72,253,10,75,22,1,1,92,25,6,25,3,38,-5,1,1,15,64,3,2,2,78,0
60,150,5,70,25,0,0,95,20,3,25,3,45,-7,1,1,50,70,3,2,2,75,0
74,210,12,80,20,1,1,90,12,3,23,1,44,3,3,3,30,50,4,4,1,80,0
80,214,12,75,20,0,0,95,0,5,25,1,30,10,1,1,15,46,3,3,1,75,1
71,193,8,78,17,0,0,93,1,1,17,1,35,10,1,1,20,60,3,3,1,70,0
66,191,8,74,15,1,1,90,21,6,21,2,57,1,3,3,60,-8,5,-8,1,91,0
70,200,10,80,20,1,1,80,5,3,25,2,40,5,3,3,50,30,3,2,1,60,1
70,250,10,100,15,3,2,80,5,3,20,2,50,5,1,0,20,50,3,2,1,70,1
78,255,8,90,17,1,1,88,12,5,22,1,52,4,3,3,45,67,3,3,1,72,1
77,239,17,103,20,0,0,98,-6,6,32,2,33,12,1,1,4,21,3,3,1,74,0
75,250,10,110,20,1,1,85,5,3,25,2,40,5,3,3,45,60,3,4,1,75,1
75,220,8,80,20,1,1,85,14,5,21,1,40,2,3,3,45,60,3,4,1,75,0
63,120,7,50,23,1,1,88,4,5,26,2,45,-1,2,2,60,80,5,3,1,75,0
73,130,6,60,17,1,1,89,5,3,20,2,48,1,2,2,45,68,4,2,1,79,1
72,200,6,85,15,1,1,80,5,5,20,2,40,2,1,1,45,70,3,2,1,75,0
68,150,7,60,23,1,1,88,5,5,25,2,40,-2,1,1,45,85,4,4,1,80,0
65,95,2,42,17,1,1,80,10,5,20,2,50,0,2,1,45,70,4,2,1,85,0
